pm10,temp,bp,rh,ws,co,o3,nox,so2,pm2.5
0.3295,0.6,0.931,0.6747,0.0556,0.196,0.0762,0.1368,0.0561,190
0.3295,0.6,0.931,0.6867,0.0926,0.194,0.0562,0.1456,0.0511,190
0.3295,0.7,0.931,0.6988,0.037,0.207,0.0421,0.1562,0.079,190
0.3295,0.7,0.931,0.7349,0,0.22,0.0391,0.1652,0.045,190
0.3577,0.7,0.931,0.7831,0,0.277,0.0385,0.1924,0.0405,218
0.3577,0.7,0.931,0.7952,0.0185,0.389,0.0437,0.3566,0.0455,218
0.3577,0.7,0.931,0.7952,0,0.346,0.0404,0.2816,0.0455,218
0.3577,0.7,0.931,0.8072,0.0185,0.348,0.0333,0.2754,0.041,218
0.4567,0.7,0.931,0.7831,0.1111,0.348,0.0287,0.2668,0.0405,283
0.4567,0.7,0.931,0.7711,0.1481,0.21,0.0315,0.2012,0.0365,283
0.4567,0.7,0.931,0.7831,0.1111,0.196,0.0323,0.17,0.079,283
0.4567,0.7,0.931,0.7952,0.2037,0.196,0.0356,0.1646,0.032,283
0.3869,0.7,0.931,0.8072,0.1852,0.283,0.0692,0.179,0.033,230
0.3869,0.7,0.931,0.8072,0.1667,0.271,0.0388,0.1992,0.0325,230
0.3869,0.55,0.931,0.8313,0.1296,0.285,0.0455,0.1916,0.032,230
0.3869,0.5,0.931,0.8434,0.1481,0.244,0.0458,0.1732,0.029,230
0.4932,0.5,0.931,0.8313,0.3519,0.244,0.044,0.1446,0.025,347
0.4932,0.4,0.931,0.8434,0.2037,0.158,0.091,0.129,0.0375,347
0.4932,0.4,0.931,0.8554,0.1852,0.164,0.0757,0.1362,0.079,347
0.4932,0.4,0.931,0.8675,0.2037,0.133,0.0407,0.1236,0.0516,347
0.3306,0.4,0.931,0.8795,0.2037,0.096,0.036,0.0944,0.0581,234
0.3306,0.4,0.931,0.8916,0.0926,0.101,0.0383,0.084,0.0546,234
0.3306,0.4,0.931,0.8916,0.1481,0.108,0.0383,0.0872,0.0521,234
0.3306,0.4,0.931,0.8916,0.1111,0.105,0.0409,0.0898,0.0521,234
0.2565,0.4,0.931,0.9036,0.1852,0.105,0.0328,0.0892,0.0526,176
0.2565,0.4,0.931,0.8916,0.0926,0.112,0.0358,0.089,0.0516,176
0.2565,0.4,0.931,0.9036,0.1481,0.126,0.0397,0.0958,0.079,176
0.2565,0.4,0.931,0.9036,0.0741,0.123,0.0352,0.0994,0.0425,176
0.2419,0.4,0.931,0.9157,0.037,0.127,0.0406,0.099,0.03,160
0.2419,0.5,0.931,0.9157,0,0.132,0.042,0.0998,0.0265,160
0.2419,0.7,0.931,0.9277,0.0185,0.132,0.0426,0.098,0.0235,160
0.2419,0.8,0.931,0.9277,0,0.139,0.043,0.0982,0.023,160
0.2315,0.9,0.931,0.9277,0.0185,0.139,0.0437,0.1062,0.022,153
0.2315,0.9,0.931,0.9157,0.0741,0.117,0.0374,0.1114,0.0205,153
0.2315,0.7,0.931,0.9157,0.0556,0.12,0.0405,0.1136,0.079,153
0.2315,0.7,0.931,0.8916,0.1667,0.102,0.0339,0.1158,0.021,153
0.2242,0.7,0.931,0.8675,0.1296,0.077,0.031,0.109,0.0255,145
0.2242,0.7,0.931,0.8675,0.1667,0.066,0.0352,0.1056,0.026,145
0.2242,0.7,0.931,0.8795,0.0741,0.066,0.0366,0.1012,0.024,145
0.2242,0.7,0.931,0.8795,0.037,0.064,0.0351,0.0976,0.0205,145
0.2304,0.7,0.8966,0.8916,0.0556,0.064,0.0359,0.0972,0.018,145
0.2304,0.7,0.931,0.8916,0.0741,0.102,0.0387,0.1076,0.0145,145
0.2304,0.7,0.8966,0.9036,0.0741,0.125,0.0376,0.1166,0.079,145
0.2304,0.7,0.8966,0.9157,0.1667,0.123,0.035,0.1126,0.0185,145
0.2304,0.7,0.931,0.9036,0.3519,0.1,0.0364,0.1002,0.019,153
0.2304,0.7,0.931,0.9277,0.2963,0.1,0.037,0.0902,0.02,153
0.2304,0.6,0.931,0.9398,0.2407,0.101,0.0351,0.083,0.0215,153
0.2304,0.5,0.931,0.9518,0.2778,0.101,0.0394,0.075,0.022,153
0.1929,0.5,0.931,0.9639,0.3148,0.101,0.05,0.0694,0.0205,124
0.1929,0.5,0.931,0.9639,0.4259,0.08,0.0528,0.0642,0.02,124
0.1929,0.4,0.931,0.9639,0.3333,0.082,0.0515,0.0592,0.079,124
0.1929,0.4,0.931,0.9277,0.463,0.076,0.0595,0.0582,0.019,124
0.1449,0.4,0.931,0.8916,0.3704,0.072,0.0718,0.0564,0.0205,111
0.1637,0.5,0.931,0.8554,0.3148,0.072,0.0833,0.087,0.079,136
0.1637,0.5,0.931,0.8434,0.3889,0.072,0.0833,0.0538,0.0275,136
0.1637,0.5,0.931,0.8434,0.3889,0.074,0.0833,0.0524,0.079,136
0.1637,0.5,0.931,0.8313,0.2778,0.074,0.0833,0.052,0.028,136
0.1929,0.5,0.931,0.8193,0.3519,0.076,0.1047,0.0496,0.031,151
0.1929,0.5,0.931,0.8072,0.2593,0.079,0.1296,0.0486,0.0305,151
0.1929,0.7,0.931,0.7831,0.2963,0.08,0.1316,0.0468,0.0295,151
0.1929,0.8,0.931,0.7831,0.3333,0.084,0.1307,0.0478,0.032,151
0.1919,0.7,0.931,0.7711,0.3704,0.084,0.1258,0.0528,0.0325,156
0.1919,0.6,0.931,0.747,0.2963,0.094,0.1238,0.0582,0.0355,156
0.1919,0.6,0.9655,0.7229,0.3519,0.097,0.1237,0.0598,0.079,156
0.1919,0.6,0.9655,0.6867,0.3148,0.098,0.1395,0.06,0.0425,156
0.2054,0.6,0.9655,0.6627,0.3519,0.1,0.1484,0.0596,0.0445,158
0.2054,0.6,0.9655,0.6506,0.3519,0.101,0.1656,0.0616,0.048,158
0.2054,0.5,0.9655,0.6265,0.2963,0.103,0.1714,0.063,0.0506,158
0.2054,0.5,0.9655,0.6024,0.3704,0.106,0.1863,0.063,0.0546,158
0.2148,0.5,0.9655,0.5904,0.463,0.106,0.2113,0.0596,0.0576,147
0.2148,0.5,0.9655,0.5663,0.4259,0.103,0.2359,0.0576,0.0581,147
0.2148,0.5,0.9655,0.5783,0.3704,0.106,0.236,0.0608,0.079,147
0.2148,0.5,0.9655,0.5542,0.4259,0.109,0.2339,0.065,0.0611,147
0.2367,0.5,0.9655,0.5422,0.463,0.106,0.2574,0.066,0.0606,157
0.2367,0.6,0.9655,0.5422,0.5,0.106,0.2906,0.0646,0.0591,157
0.2367,0.5,0.931,0.5422,0.4074,0.115,0.3102,0.0584,0.0581,157
0.2367,0.5,0.9655,0.5181,0.3333,0.11,0.3205,0.055,0.0571,157
0.2377,0.45,0.9655,0.5181,0.3889,0.11,0.3187,0.0558,0.0636,144
0.2377,0.4,0.9655,0.5181,0.3519,0.097,0.3051,0.0582,0.047,144
0.2377,0.4,0.9655,0.5181,0.3333,0.094,0.3094,0.0566,0.079,144
0.2377,0.4,0.9655,0.5181,0.4259,0.088,0.3204,0.0528,0.041,144
0.219,0.4,0.931,0.5301,0.3704,0.089,0.323,0.0486,0.0571,127
0.219,0.4,0.931,0.5301,0.4444,0.09,0.3003,0.0518,0.0681,127
0.219,0.4,0.931,0.5542,0.463,0.089,0.3026,0.053,0.0631,127
0.219,0.4,0.931,0.5663,0.3889,0.096,0.2781,0.0546,0.0606,127
0.2325,0.4,0.931,0.5904,0.4074,0.096,0.2678,0.0552,0.0696,141
0.2325,0.4,0.931,0.5904,0.4074,0.093,0.2649,0.0566,0.0776,141
0.2325,0.4,0.931,0.6024,0.3519,0.095,0.2572,0.0568,0.079,141
0.2325,0.4,0.931,0.6265,0.3704,0.096,0.2055,0.0586,0.0475,141
0.2325,0.4,0.931,0.6506,0.3333,0.102,0.1822,0.0612,0.0445,138
0.2325,0.45,0.931,0.6627,0.3704,0.101,0.1546,0.0638,0.042,138
0.2325,0.6,0.931,0.6867,0.2222,0.115,0.1156,0.068,0.0385,138
0.2325,0.7,0.931,0.7108,0.2407,0.126,0.0683,0.0882,0.039,138
0.2555,0.6,0.931,0.7108,0.1852,0.126,0.0737,0.091,0.0395,146
0.2555,0.7,0.931,0.747,0.1852,0.134,0.0554,0.0906,0.0385,146
0.2555,0.7,0.931,0.747,0.2778,0.134,0.0528,0.0898,0.079,146
0.2555,0.65,0.931,0.759,0.2593,0.14,0.0468,0.094,0.032,146
0.2586,0.7,0.931,0.7711,0.2593,0.151,0.0392,0.1006,0.0245,164
0.2586,0.7,0.931,0.7831,0.2222,0.155,0.0403,0.1016,0.0225,164
0.2586,0.7,0.931,0.7952,0.2407,0.165,0.0319,0.1012,0.02,164
0.2586,0.7,0.931,0.8072,0.2778,0.174,0.0293,0.1102,0.0185,164
0.2711,0.7,0.931,0.8193,0.1852,0.174,0.0317,0.1152,0.0145,186
0.2711,0.7,0.931,0.8193,0.1667,0.171,0.0324,0.1258,0.016,186
0.2711,0.7,0.931,0.8193,0.2407,0.148,0.0292,0.1158,0.079,186
0.2711,0.7,0.931,0.8193,0.2037,0.15,0.0306,0.0988,0.016,186
0.2649,0.7,0.931,0.8313,0.1852,0.165,0.0339,0.1018,0.019,170
0.2649,0.7,0.931,0.8434,0.1667,0.168,0.0318,0.1222,0.021,170
0.2649,0.6,0.931,0.8554,0.1481,0.179,0.0326,0.1598,0.025,170
0.2649,0.5,0.931,0.8675,0.1667,0.203,0.0365,0.164,0.0255,170
0.3128,0.5,0.931,0.8675,0.2963,0.203,0.0358,0.147,0.024,214
0.3128,0.4,0.931,0.8795,0.2778,0.152,0.0353,0.1088,0.0205,214
0.3128,0.4,0.931,0.8916,0.3889,0.14,0.0357,0.1004,0.079,214
0.3128,0.4,0.931,0.9036,0.2963,0.115,0.0351,0.0936,0.018,214
0.2555,0.4,0.931,0.9277,0.2593,0.102,0.0385,0.0786,0.026,178
0.2555,0.4,0.931,0.9277,0.3333,0.092,0.0395,0.069,0.0265,178
0.2555,0.4,0.931,0.9277,0.2222,0.085,0.0466,0.0622,0.0265,178
0.2555,0.4,0.931,0.9277,0.2778,0.087,0.0399,0.0608,0.0275,178
0.2284,0.4,0.931,0.9277,0.1481,0.087,0.0366,0.0642,0.0285,154
0.2284,0.4,0.931,0.9277,0.3148,0.086,0.0393,0.06,0.0275,154
0.2284,0.4,0.931,0.9398,0.2407,0.082,0.0485,0.0534,0.079,154
0.2284,0.4,0.931,0.9398,0.2407,0.084,0.047,0.0534,0.025,154
0.2106,0.4,0.931,0.9398,0.2593,0.08,0.048,0.0544,0.02,133
0.2106,0.45,0.931,0.9518,0.3889,0.069,0.0793,0.0502,0.0175,133
0.2106,0.6,0.931,0.9518,0.3333,0.066,0.093,0.0418,0.0165,133
0.2106,0.8,0.931,0.9518,0.3148,0.07,0.0929,0.0388,0.0165,133
0.1731,0.9,0.931,0.9518,0.2037,0.07,0.086,0.039,0.015,105
0.1731,0.9,0.931,0.9639,0.1852,0.071,0.0977,0.039,0.013,105
0.1731,0.8,0.931,0.9639,0.2778,0.068,0.0993,0.0398,0.079,105
0.1731,0.7,0.931,0.9639,0.2222,0.065,0.0994,0.0382,0.016,105
0.1627,0.7,0.931,0.9639,0.1481,0.066,0.0925,0.0388,0.018,98
0.1627,0.7,0.931,0.9639,0.2037,0.069,0.0876,0.0398,0.0215,98
0.1627,0.7,0.931,0.9639,0.2037,0.07,0.102,0.0382,0.0225,98
0.1627,0.7,0.931,0.9639,0.1667,0.069,0.1221,0.037,0.0185,98
0.1648,0.7,0.931,0.9639,0.2222,0.069,0.1091,0.0366,0.015,99
0.1648,0.7,0.931,0.9639,0.2222,0.071,0.1199,0.0352,0.0145,99
0.1648,0.7,0.931,0.9639,0.2963,0.073,0.1234,0.0356,0.079,99
0.1648,0.7,0.931,0.9639,0.3333,0.073,0.1193,0.0356,0.0155,99
0.1616,0.7,0.931,0.9639,0.2037,0.074,0.1191,0.0368,0.019,95
0.1616,0.7,0.931,0.9639,0.2778,0.077,0.1232,0.037,0.0215,95
0.1616,0.65,0.931,0.9639,0.2593,0.081,0.1257,0.0348,0.023,95
0.1616,0.6,0.931,0.9518,0.2963,0.086,0.1219,0.0322,0.0225,95
0.1616,0.5,0.931,0.9398,0.3519,0.086,0.123,0.0324,0.0245,112
0.1616,0.5,0.931,0.9398,0.1852,0.079,0.1085,0.0326,0.024,112
0.1616,0.5,0.931,0.9398,0.2222,0.082,0.1056,0.0352,0.079,112
0.1616,0.45,0.931,0.9398,0.1852,0.082,0.1072,0.036,0.021,112
0.1731,0.4,0.931,0.9277,0.2222,0.085,0.0955,0.0376,0.0185,120
0.1898,0.5,0.931,0.9157,0.2037,0.085,0.0537,0.1132,0.079,123
0.1898,0.5,0.931,0.9036,0.1667,0.101,0.0537,0.0764,0.022,123
0.1898,0.5,0.931,0.8916,0.1481,0.102,0.0537,0.0724,0.079,123
0.1898,0.55,0.931,0.8795,0.2222,0.104,0.0537,0.0756,0.0205,123
0.2013,0.5,0.931,0.8675,0.2037,0.106,0.0477,0.0792,0.018,139
0.2013,0.5,0.931,0.8554,0.2778,0.116,0.0546,0.0804,0.0185,139
0.2013,0.6,0.931,0.8434,0.2593,0.119,0.0574,0.0852,0.0195,139
0.2013,0.75,0.931,0.8313,0.3519,0.129,0.0576,0.0906,0.021,139
0.2367,0.8,0.931,0.8193,0.2963,0.129,0.0623,0.0894,0.0205,153
0.2367,0.8,0.931,0.8072,0.3333,0.123,0.0654,0.0928,0.0215,153
0.2367,0.6,0.931,0.7952,0.2593,0.121,0.0748,0.0918,0.079,153
0.2367,0.6,0.931,0.7831,0.2778,0.124,0.0808,0.0894,0.0325,153
0.2711,0.6,0.931,0.7711,0.3148,0.119,0.1056,0.0822,0.036,177
0.2711,0.6,0.931,0.7711,0.2963,0.104,0.1318,0.076,0.049,177
0.2711,0.6,0.9655,0.747,0.2963,0.105,0.1191,0.0712,0.0581,177
0.2763,0.6,0.931,0.6988,0.2037,0.118,0.1191,0.0818,0.079,179
0.2763,0.6,0.9655,0.6747,0.2037,0.12,0.1191,0.083,0.0681,179
0.3118,0.6,0.931,0.6506,0.1481,0.125,0.1191,0.084,0.0516,197
0.3118,0.7,0.931,0.6506,0.2407,0.124,0.1191,0.0806,0.046,197
0.3118,0.7,0.931,0.6506,0.2037,0.098,0.1191,0.079,0.042,197
0.3118,0.55,0.931,0.6265,0.2037,0.119,0.2208,0.0874,0.0435,197
0.2732,0.5,0.931,0.6386,0.1852,0.119,0.2003,0.105,0.041,174
0.2732,0.5,0.931,0.6386,0.1852,0.151,0.1806,0.119,0.038,174
0.2732,0.5,0.931,0.6265,0.1111,0.156,0.1811,0.1246,0.079,174
0.2732,0.5,0.931,0.5904,0.1481,0.16,0.2004,0.128,0.039,174
0.3253,0.4,0.9655,0.5783,0.1852,0.157,0.2178,0.1318,0.041,203
0.3253,0.4,0.931,0.5783,0.0926,0.156,0.1929,0.138,0.0385,203
0.3253,0.45,0.931,0.5904,0.1111,0.148,0.1831,0.1402,0.0365,203
0.3253,0.5,0.931,0.5904,0.1111,0.144,0.1768,0.1404,0.035,203
0.3107,0.45,0.931,0.6024,0.1481,0.144,0.1706,0.1356,0.033,191
0.3107,0.4,0.931,0.6024,0.0741,0.145,0.1673,0.1328,0.033,191
0.3107,0.45,0.931,0.6145,0.0741,0.153,0.1502,0.1368,0.079,191
0.3107,0.5,0.931,0.6145,0.1296,0.161,0.1298,0.1412,0.03,191
0.3191,0.5,0.931,0.6265,0.0926,0.174,0.0871,0.1508,0.0265,200
0.3191,0.5,0.931,0.6506,0.0741,0.168,0.0648,0.1552,0.023,200
0.3191,0.6,0.931,0.6627,0.1111,0.169,0.0441,0.1562,0.022,200
0.3191,0.65,0.931,0.6747,0.1296,0.207,0.0265,0.1736,0.021,200
0.3639,0.5,0.931,0.6867,0.1852,0.207,0.0261,0.2046,0.0215,196
0.3639,0.6,0.931,0.7108,0.1481,0.203,0.0218,0.2032,0.0205,196
0.3639,0.6,0.931,0.7349,0.1296,0.214,0.0185,0.2284,0.079,196
0.3639,0.6,0.931,0.759,0.037,0.224,0.0372,0.232,0.025,196
0.4463,0.65,0.931,0.7831,0.0185,0.26,0.0391,0.2372,0.028,250
0.4463,0.65,0.931,0.7952,0.0185,0.289,0.0336,0.252,0.03,250
0.4463,0.65,0.931,0.8193,0,0.317,0.0331,0.2494,0.03,250
0.4463,0.65,0.931,0.8193,0,0.337,0.0267,0.272,0.0285,250
0.4911,0.7,0.931,0.8193,0,0.337,0.0274,0.3022,0.029,288
0.4911,0.7,0.931,0.8434,0,0.302,0.0306,0.3122,0.029,288
0.4911,0.65,0.931,0.8675,0,0.313,0.0247,0.319,0.079,288
0.4911,0.7,0.931,0.8916,0,0.36,0.0257,0.3478,0.028,288
0.4964,0.7,0.931,0.9036,0,0.591,0.0349,0.6394,0.032,283
0.4964,0.7,0.931,0.9157,0,0.64,0.0349,0.73,0.0395,283
0.4964,0.7,0.931,0.9036,0.0185,0.578,0.0371,0.6236,0.04,283
0.4964,0.6,0.931,0.8916,0,0.492,0.0288,0.4978,0.04,283
0.6215,0.5,0.931,0.8916,0,0.492,0.0349,0.5278,0.039,377
0.6215,0.5,0.931,0.9036,0,0.489,0.0378,0.5144,0.0375,377
0.6215,0.5,0.931,0.9036,0.0185,0.431,0.0387,0.421,0.079,377
0.6215,0.5,0.931,0.9157,0,0.444,0.0417,0.4006,0.0325,377
0.5756,0.5,0.931,0.9277,0,0.425,0.0363,0.398,0.0295,375
0.5756,0.5,0.931,0.9277,0,0.435,0.0341,0.4124,0.0265,375
0.5756,0.5,0.931,0.9277,0,0.443,0.036,0.4216,0.0275,375
0.5756,0.5,0.931,0.9277,0.0185,0.353,0.0279,0.4012,0.028,375
0.5433,0.5,0.931,0.9277,0.037,0.353,0.0329,0.3726,0.026,330
0.5433,0.5,0.931,0.9157,0.0556,0.259,0.0287,0.3118,0.0245,330
0.5433,0.5,0.931,0.9157,0.1111,0.179,0.0259,0.226,0.079,330
0.5433,0.5,0.931,0.9157,0.0926,0.165,0.0252,0.2128,0.021,330
0.3608,0.5,0.931,0.9157,0.1296,0.144,0.0351,0.1956,0.018,215
0.3608,0.5,0.931,0.9157,0.037,0.124,0.0618,0.1742,0.015,215
0.3608,0.6,0.931,0.9277,0.1111,0.102,0.0739,0.165,0.0135,215
0.3608,0.7,0.931,0.9277,0.1296,0.08,0.0572,0.1446,0.0115,215
0.2586,0.8,0.931,0.9277,0.1852,0.08,0.0468,0.113,0.0105,156
0.2586,0.7,0.931,0.9157,0.1296,0.093,0.0403,0.0936,0.0105,156
0.2586,0.6,0.931,0.9277,0.1667,0.11,0.0312,0.092,0.079,156
0.2586,0.65,0.931,0.9277,0.1667,0.121,0.0273,0.0946,0.0145,156
0.2826,0.7,0.931,0.9277,0.1111,0.126,0.0284,0.1002,0.0175,172
0.2826,0.7,0.931,0.9277,0.1852,0.124,0.0264,0.102,0.0195,172
0.2826,0.7,0.931,0.9277,0.0926,0.123,0.0272,0.1004,0.0205,172
0.2826,0.7,0.931,0.9277,0.0741,0.125,0.0376,0.1004,0.022,172
0.318,0.7,0.931,0.9398,0.0741,0.125,0.0471,0.105,0.023,201
0.318,0.7,0.931,0.9277,0,0.135,0.0422,0.1094,0.024,201
0.318,0.7,0.931,0.9277,0.0185,0.139,0.0724,0.1114,0.079,201
0.318,0.7,0.931,0.9277,0.0556,0.151,0.2318,0.1198,0.024,201
0.366,0.7,0.931,0.9277,0.0556,0.144,0.2903,0.1298,0.0225,225
0.366,0.7,0.931,0.9277,0.0556,0.139,0.1983,0.1276,0.0225,225
0.366,0.7,0.931,0.9398,0.0556,0.145,0.2057,0.1332,0.022,225
0.366,0.6,0.931,0.9398,0.0741,0.153,0.261,0.136,0.023,225
0.3681,0.5,0.931,0.9398,0.0741,0.153,0.3357,0.1458,0.024,226
0.3681,0.5,0.931,0.9398,0.1111,0.152,0.3451,0.1506,0.0245,226
0.3681,0.5,0.931,0.9398,0.0741,0.156,0.4277,0.1582,0.079,226
0.3681,0.5,0.931,0.9398,0.0185,0.155,0.4137,0.1556,0.0245,226
0.3952,0.5,0.931,0.9398,0.0185,0.166,0.3642,0.162,0.023,236
0.4035,0.6,0.931,0.9277,0.0926,0.166,0.1243,0.1826,0.079,240
0.4035,0.5,0.931,0.9157,0.1296,0.15,0.1243,0.1454,0.024,240
0.4035,0.5,0.931,0.9157,0.1296,0.144,0.1243,0.1356,0.079,240
0.4035,0.5,0.931,0.9036,0.0926,0.14,0.1243,0.1302,0.024,240
0.3452,0.5,0.931,0.8916,0.1481,0.137,0.0253,0.124,0.025,218
0.3452,0.5,0.931,0.8675,0.0741,0.129,0.029,0.1324,0.026,218
0.3452,0.5,0.931,0.8434,0.1111,0.133,0.0356,0.1388,0.027,218
0.3452,0.7,0.9655,0.8193,0.1296,0.142,0.0413,0.1304,0.0305,218
0.3399,0.7,0.9655,0.7952,0.1111,0.142,0.0422,0.129,0.035,228
0.3399,0.5,0.9655,0.7711,0.2222,0.171,0.0511,0.1412,0.0405,228
0.3399,0.5,0.9655,0.7229,0.2778,0.192,0.0552,0.1516,0.079,228
0.3399,0.5,0.9655,0.6988,0.1852,0.191,0.0655,0.1464,0.0521,228
0.4213,0.5,0.9655,0.6867,0.2963,0.152,0.0871,0.1332,0.0551,260
0.4213,0.5,0.9655,0.6747,0.3519,0.109,0.105,0.0832,0.0536,260
0.4213,0.5,0.9655,0.6747,0.3519,0.096,0.1309,0.0608,0.0536,260
0.4213,0.5,0.9655,0.6506,0.3889,0.103,0.1307,0.0632,0.0576,260
0.3128,0.5,0.9655,0.6747,0.2593,0.103,0.1324,0.0684,0.0521,220
0.3128,0.6,0.9655,0.6747,0.2222,0.115,0.1399,0.067,0.045,220
0.3128,0.6,0.9655,0.6506,0.1667,0.118,0.1557,0.0688,0.079,220
0.3128,0.6,0.9655,0.6145,0.2222,0.101,0.1684,0.0656,0.0521,220
0.3003,0.5,0.9655,0.6024,0.2407,0.11,0.1724,0.0702,0.0591,212
0.3003,0.6,0.9655,0.6265,0.2407,0.12,0.1743,0.0814,0.0571,212
0.3003,0.6,0.9655,0.5904,0.2222,0.117,0.1927,0.085,0.0606,212
0.3003,0.6,0.9655,0.5663,0.2407,0.116,0.2169,0.0822,0.0681,212
0.3535,0.5,0.9655,0.6506,0.3889,0.116,0.207,0.0832,0.0641,224
0.3535,0.5,0.9655,0.6627,0.4259,0.127,0.1982,0.0828,0.0576,224
0.3535,0.5,0.9655,0.6627,0.3704,0.125,0.1922,0.0818,0.079,224
0.3535,0.5,0.9655,0.6627,0.3519,0.127,0.2056,0.083,0.0551,224
0.3816,0.5,0.9655,0.6627,0.4074,0.12,0.2064,0.0828,0.0556,238
0.3816,0.5,0.9655,0.6627,0.2778,0.12,0.2164,0.081,0.0576,238
0.3816,0.4,0.9655,0.6747,0.3704,0.095,0.2272,0.0764,0.0546,238
0.3816,0.4,0.9655,0.6747,0.3889,0.082,0.2383,0.0696,0.0506,238
0.3358,0.5,0.9655,0.6627,0.3704,0.082,0.2332,0.0652,0.049,213
0.3358,0.4,0.9655,0.6627,0.3889,0.1,0.2391,0.063,0.047,213
0.3358,0.5,0.931,0.6627,0.2963,0.103,0.2587,0.06,0.079,213
0.3358,0.4,0.931,0.6747,0.2778,0.111,0.2315,0.0622,0.0425,213
0.2805,0.4,0.931,0.6747,0.2037,0.105,0.2454,0.0626,0.0395,185
0.2805,0.4,0.931,0.6747,0.1667,0.113,0.2076,0.0658,0.036,185
0.2805,0.5,0.931,0.6747,0.1667,0.117,0.1856,0.074,0.035,185
0.2805,0.7,0.931,0.6867,0.1481,0.129,0.1561,0.0794,0.035,185
0.2972,0.65,0.931,0.7108,0.1667,0.129,0.0749,0.0956,0.0395,191
0.2972,0.5,0.931,0.7229,0.2037,0.149,0.0417,0.1356,0.046,191
0.2972,0.6,0.931,0.7349,0.1296,0.148,0.0418,0.1266,0.079,191
0.2972,0.6,0.931,0.759,0.1481,0.173,0.0366,0.1304,0.0501,191
0.3597,0.6,0.931,0.7711,0.1296,0.197,0.0316,0.1418,0.048,230
0.3597,0.6,0.931,0.7831,0.0741,0.214,0.0285,0.1558,0.0445,230
0.3597,0.6,0.931,0.7952,0.0741,0.221,0.0244,0.1624,0.042,230
0.3597,0.6,0.931,0.7952,0.037,0.227,0.027,0.16,0.0355,230
0.4181,0.6,0.931,0.8193,0.037,0.227,0.0292,0.1576,0.03,277
0.4181,0.6,0.931,0.8434,0.037,0.27,0.0268,0.193,0.0255,277
0.4181,0.65,0.931,0.8675,0,0.334,0.0331,0.2024,0.079,277
0.4181,0.65,0.931,0.8795,0,0.381,0.0323,0.2134,0.022,277
0.537,0.65,0.931,0.8795,0.0556,0.471,0.0407,0.3536,0.0235,364
0.537,0.65,0.931,0.8795,0,0.496,0.034,0.4358,0.0285,364
0.537,0.7,0.931,0.8916,0.0556,0.535,0.0343,0.4292,0.029,364
0.537,0.6,0.931,0.8795,0.0556,0.546,0.0294,0.4894,0.0335,364
0.5902,0.6,0.931,0.8795,0.0556,0.546,0.028,0.4632,0.037,357
0.5902,0.5,0.931,0.8795,0.037,0.437,0.0292,0.4552,0.0375,357
0.5902,0.5,0.931,0.8916,0.037,0.465,0.0276,0.4588,0.079,357
0.5902,0.5,0.931,0.9036,0.0185,0.451,0.0611,0.4624,0.0375,357
0.6663,0.5,0.931,0.9036,0.0556,0.401,0.0906,0.4484,0.031,413
0.6663,0.5,0.931,0.9036,0.0926,0.363,0.0779,0.453,0.027,413
0.6663,0.5,0.931,0.9157,0.0741,0.332,0.0371,0.4454,0.0245,413
0.6663,0.5,0.931,0.9157,0.1481,0.276,0.0297,0.3632,0.025,413
0.5391,0.5,0.931,0.9036,0.1111,0.276,0.0315,0.303,0.023,329
0.5391,0.5,0.931,0.9036,0.0556,0.213,0.0278,0.2598,0.0225,329
0.5391,0.5,0.931,0.9157,0.0185,0.24,0.0285,0.2412,0.079,329
0.5391,0.5,0.931,0.9398,0.0185,0.29,0.0393,0.2364,0.0185,329
0.4265,0.5,0.931,0.9398,0,0.246,0.0373,0.2304,0.019,278
0.4265,0.5,0.931,0.9398,0,0.269,0.0408,0.2218,0.0205,278
0.4265,0.5,0.931,0.9518,0,0.302,0.0482,0.2242,0.0225,278
0.4265,0.6,0.931,0.9518,0.0185,0.3,0.0522,0.2216,0.024,278
0.4734,0.8,0.931,0.9518,0,0.3,0.0599,0.207,0.0215,330
0.4734,0.8,0.931,0.9518,0,0.216,0.1063,0.1972,0.0205,330
0.4734,0.7,0.931,0.9639,0,0.199,0.1122,0.1956,0.079,330
0.4734,0.6,0.931,0.9639,0,0.2,0.1282,0.2174,0.0195,330
0.3858,0.6,0.931,0.9639,0,0.203,0.1643,0.2448,0.0205,242
0.3858,0.7,0.931,0.9639,0.037,0.192,0.1931,0.2544,0.02,242
0.3858,0.7,0.931,0.9639,0.0741,0.175,0.2119,0.2428,0.0215,242
0.3858,0.7,0.931,0.9639,0.0926,0.165,0.1882,0.2202,0.022,242
0.3483,0.7,0.931,0.9639,0.0556,0.165,0.1268,0.1866,0.021,235
0.3483,0.7,0.931,0.9639,0.1296,0.182,0.1113,0.1778,0.02,235
0.3483,0.7,0.931,0.9639,0.1852,0.167,0.089,0.1594,0.079,235
0.3483,0.7,0.931,0.9639,0.1481,0.163,0.0557,0.119,0.019,235
0.2888,0.7,0.931,0.9759,0.2037,0.152,0.0452,0.1004,0.017,207
0.2888,0.7,0.931,0.9759,0.2222,0.15,0.0401,0.093,0.0135,207
0.2888,0.7,0.931,0.988,0.1667,0.141,0.0385,0.0868,0.013,207
0.2888,0.6,0.931,0.988,0.1111,0.147,0.0375,0.0922,0.013,207
0.1794,0.5,0.931,0.988,0.1852,0.147,0.0371,0.0882,0.015,134
