pm10,temp,bp,rh,ws,co,o3,nox,so2,pm2.5
0.1564,0.7,1,0.4217,0.1481,0.095,0.4704,0.0492,0.2813,75
0.1564,0.7,1,0.4217,0.2593,0.094,0.4589,0.0498,0.079,75
0.1564,0.75,0.9655,0.4096,0.2407,0.097,0.506,0.0512,0.2372,75
0.2075,0.75,0.9655,0.4096,0.2222,0.096,0.5222,0.053,0.2152,101
0.2075,0.75,0.9655,0.3855,0.2222,0.092,0.5621,0.0522,0.2057,101
0.2075,0.75,0.9655,0.3976,0.1852,0.09,0.5419,0.0546,0.2062,101
0.2075,0.75,0.9655,0.3855,0.1667,0.085,0.5978,0.055,0.1852,101
0.1992,0.7,0.9655,0.3735,0.1852,0.085,0.6491,0.0536,0.1722,95
0.1992,0.7,0.9655,0.3976,0.1667,0.092,0.7054,0.055,0.1557,95
0.1992,0.7,0.9655,0.4096,0.2407,0.097,0.7053,0.0596,0.079,95
0.1992,0.3,0.9655,0.4217,0.3333,0.071,0.7355,0.0618,0.1992,95
0.2242,0.2,0.9655,0.4578,0.3704,0.071,0.5601,0.0604,0.1622,104
0.2242,0.2,0.9655,0.4458,0.3704,0.09,0.5894,0.0542,0.1401,104
0.2242,0.2,0.9655,0.4337,0.3333,0.087,0.6799,0.0498,0.1431,104
0.2242,0.1,0.9655,0.4337,0.2407,0.082,0.6898,0.0486,0.1306,104
0.2033,0.1,0.9655,0.4458,0.2222,0.082,0.6506,0.0506,0.1461,97
0.2033,0.2,0.9655,0.4458,0.1852,0.088,0.6218,0.054,0.1281,97
0.2033,0.2,0.9655,0.4578,0.2037,0.092,0.5604,0.0692,0.079,97
0.2033,0.2,0.9655,0.4578,0.2963,0.087,0.5455,0.0632,0.1236,97
0.196,0.2,0.9655,0.4578,0.2222,0.088,0.5671,0.0582,0.2077,83
0.196,0.2,0.9655,0.4578,0.1852,0.102,0.5088,0.072,0.3544,83
0.196,0.2,0.9655,0.4458,0.1852,0.1,0.5308,0.0756,0.2843,83
0.196,0.2,0.9655,0.4578,0.1852,0.106,0.5215,0.0752,0.1306,83
0.2044,0.2,0.9655,0.4578,0.2407,0.106,0.4734,0.075,0.1071,80
0.2044,0.25,0.9655,0.4699,0.1111,0.139,0.3747,0.0888,0.0951,80
0.2044,0.4,0.9655,0.4819,0.2037,0.145,0.3229,0.099,0.079,80
0.2044,0.5,0.9655,0.506,0.1481,0.165,0.2129,0.1144,0.1111,80
0.2148,0.65,0.931,0.5422,0.037,0.165,0.1009,0.1278,0.1226,79
0.2148,0.7,0.931,0.5422,0.0741,0.199,0.0315,0.1576,0.0991,79
0.2148,0.7,0.931,0.5663,0.0556,0.216,0.0107,0.199,0.0916,79
0.2148,0.7,0.931,0.5783,0.0185,0.237,0.0094,0.214,0.0816,79
0.2909,0.8,0.931,0.5904,0.0185,0.237,0.0098,0.2086,0.0741,120
0.2909,0.8,0.931,0.6145,0.0185,0.229,0.0124,0.208,0.0691,120
0.2909,0.8,0.931,0.6386,0.0556,0.226,0.0212,0.2232,0.079,120
0.2909,0.8,0.931,0.6145,0.0926,0.254,0.0186,0.2288,0.0711,120
0.3535,0.8,0.931,0.6024,0.0556,0.246,0.0166,0.2252,0.0706,162
0.3535,0.8,0.931,0.6386,0.0185,0.245,0.0194,0.2092,0.0751,162
0.3535,0.8,0.931,0.6747,0,0.256,0.0279,0.2098,0.0721,162
0.3535,0.8,0.931,0.7229,0,0.369,0.0232,0.2716,0.0686,162
0.3994,0.8,0.931,0.747,0,0.369,0.0317,0.3856,0.0656,178
0.3994,0.8,0.931,0.747,0,0.412,0.0456,0.3478,0.0656,178
0.3994,0.7,0.931,0.7711,0,0.516,0.0446,0.4068,0.079,178
0.3994,0.4,0.931,0.7831,0.0185,0.71,0.0403,0.6514,0.0641,178
0.5255,0.3,0.931,0.747,0.0185,0.467,0.0267,0.4654,0.0616,194
0.5255,0.35,0.931,0.7229,0.0556,0.467,0.0286,0.4378,0.0566,194
0.5255,0.4,0.931,0.7349,0.0556,0.342,0.0277,0.4576,0.0556,194
0.5255,0.4,0.931,0.6988,0.037,0.273,0.0263,0.3382,0.0546,194
0.4119,0.4,0.931,0.6988,0.1111,0.273,0.0286,0.3312,0.0531,165
0.4119,0.4,0.931,0.6867,0.0741,0.159,0.0303,0.2474,0.046,165
0.4119,0.4,0.931,0.6988,0.0556,0.117,0.0226,0.1952,0.079,165
0.4119,0.4,0.931,0.6988,0.1111,0.128,0.0221,0.1806,0.0395,165
0.2795,0.4,0.931,0.6988,0.2222,0.093,0.0211,0.1624,0.036,136
0.2795,0.4,0.931,0.6988,0.2222,0.072,0.0146,0.11,0.0365,136
0.2795,0.4,0.931,0.7108,0.1667,0.063,0.0168,0.102,0.039,136
0.2795,0.4,0.931,0.7108,0.1111,0.053,0.0277,0.0908,0.039,136
0.2044,0.4,0.931,0.7108,0.0926,0.053,0.0371,0.0796,0.0375,121
0.2044,0.4,0.931,0.7349,0.0556,0.092,0.0351,0.0768,0.0395,121
0.2044,0.45,0.931,0.747,0.0741,0.115,0.0373,0.0778,0.079,121
0.2044,0.6,0.931,0.759,0.0185,0.111,0.0492,0.0722,0.4795,121
0.1752,0.7,0.931,0.759,0.037,0.11,0.0628,0.0622,0.6096,110
0.1752,0.7,0.931,0.7952,0,0.113,0.0586,0.0566,0.5691,110
0.1752,0.7,0.931,0.8193,0,0.111,0.0585,0.055,0.6016,110
0.1752,0.7,0.931,0.8434,0,0.115,0.0543,0.057,0.6802,110
0.1564,0.7,0.931,0.8554,0,0.115,0.0625,0.0628,0.5786,100
0.1564,0.7,0.931,0.8434,0,0.105,0.142,0.0652,0.482,100
0.1564,0.7,0.931,0.8313,0.0556,0.104,0.2512,0.066,0.079,100
0.1564,0.7,0.931,0.8313,0,0.112,0.3477,0.071,0.2693,100
0.1825,0.75,0.931,0.8675,0.0185,0.123,0.7821,0.1256,0.1852,109
0.1825,0.75,0.931,0.8675,0,0.125,0.7821,0.1112,0.1592,109
0.1825,0.75,0.931,0.8675,0,0.127,0.7821,0.116,0.1371,109
0.1825,0.7,0.931,0.8916,0,0.131,0.7821,0.1168,0.1236,109
0.2315,0.75,0.931,0.8675,0,0.131,0.7821,0.1126,0.1116,136
0.2315,0.75,0.931,0.8795,0,0.123,0.7821,0.1106,0.1041,136
0.2315,0.7,0.931,0.8916,0,0.129,0.7821,0.1132,0.079,136
0.2315,0.5,0.931,0.8795,0,0.115,0.7821,0.1224,0.0886,136
0.245,0.4,0.931,0.8916,0,0.126,0.8693,0.1418,0.0716,152
0.2555,0.5,0.931,0.7349,0.037,0.126,0.3291,0.2698,0.079,153
0.2555,0.4,0.9655,0.747,0.0556,0.223,0.3291,0.3266,0.1797,153
0.2555,0.4,0.9655,0.6988,0.0741,0.248,0.3291,0.3566,0.079,153
0.2555,0.4,0.9655,0.6627,0.0556,0.245,0.3291,0.357,0.2503,153
0.3452,0.35,0.9655,0.6145,0.0556,0.236,0.0432,0.3552,0.2763,167
0.3452,0.3,0.9655,0.5542,0.1481,0.132,0.1081,0.2244,0.2903,167
0.3452,0.3,0.9655,0.5422,0.1111,0.095,0.1529,0.1172,0.3128,167
0.3452,0.2,0.9655,0.5422,0.2222,0.085,0.1748,0.1168,0.2873,167
0.2023,0.1,0.9655,0.506,0.2222,0.085,0.1858,0.1028,0.2538,86
0.2023,0.1,0.9655,0.494,0.2593,0.096,0.2077,0.0956,0.2292,86
0.2023,0.15,0.9655,0.4578,0.2222,0.096,0.2539,0.087,0.079,86
0.2023,0.4,1,0.4217,0.1852,0.104,0.2182,0.0794,0.1972,86
0.1762,0.5,1,0.4096,0.2778,0.126,0.2187,0.083,0.1747,69
0.1762,0.6,1,0.3976,0.1667,0.139,0.2375,0.096,0.1747,69
0.1762,0.7,1,0.3855,0.2778,0.103,0.2605,0.0944,0.1622,69
0.1762,0.7,0.9655,0.3614,0.2778,0.092,0.2793,0.0836,0.1461,69
0.1825,0.7,0.9655,0.3012,0.4259,0.092,0.2997,0.0694,0.1231,77
0.1825,0.7,0.9655,0.2771,0.3333,0.061,0.3241,0.0532,0.1121,77
0.1825,0.8,0.9655,0.253,0.3333,0.056,0.3423,0.0424,0.079,77
0.1825,0.8,0.9655,0.253,0.3148,0.055,0.3549,0.0384,0.1056,77
0.1408,0.8,0.9655,0.2289,0.3889,0.045,0.3839,0.0392,0.1191,53
0.1408,0.8,0.9655,0.2169,0.4074,0.041,0.4129,0.0386,0.1241,53
0.1408,0.8,0.9655,0.1928,0.3889,0.041,0.403,0.0352,0.1181,53
0.1408,0.8,0.9655,0.1807,0.3333,0.031,0.4369,0.032,0.1026,53
0.1147,0.8,0.9655,0.2169,0.4074,0.031,0.453,0.031,0.1136,38
0.1147,0.8,0.9655,0.2169,0.3704,0.048,0.4485,0.032,0.1196,38
0.1147,0.8,0.9655,0.2169,0.3519,0.052,0.4868,0.0356,0.079,38
0.1147,0.5,0.9655,0.2169,0.4444,0.035,0.4719,0.0334,0.1421,38
0.1283,0.2,0.9655,0.2169,0.2778,0.014,0.4446,0.0332,0.1316,42
0.1283,0.2,0.9655,0.2289,0.4815,0.041,0.4173,0.0336,0.1336,42
0.1283,0.15,0.9655,0.2169,0.5,0.05,0.4269,0.0304,0.1166,42
0.1283,0.15,0.9655,0.2169,0.5185,0.052,0.4071,0.0318,0.1106,42
0.121,0.15,0.9655,0.2169,0.3889,0.052,0.4101,0.0314,0.1071,39
0.121,0.1,0.9655,0.2169,0.3704,0.05,0.4207,0.0312,0.1061,39
0.121,0.1,0.9655,0.2048,0.463,0.054,0.4023,0.0292,0.079,39
0.121,0.2,0.9655,0.2048,0.3704,0.061,0.4007,0.0408,0.1011,39
0.1157,0.2,0.9655,0.2169,0.3704,0.062,0.4096,0.034,0.1181,31
0.1157,0.2,0.9655,0.241,0.3889,0.065,0.345,0.0488,0.1106,31
0.1157,0.2,0.9655,0.253,0.3148,0.073,0.3374,0.0532,0.1201,31
0.1157,0.2,0.9655,0.2771,0.5,0.071,0.2978,0.0464,0.0866,31
0.1356,0.2,0.931,0.3012,0.4815,0.071,0.2858,0.0422,0.0911,33
0.1356,0.2,0.931,0.3133,0.3519,0.082,0.2316,0.0528,0.0881,33
0.1356,0.2,0.931,0.3253,0.3704,0.088,0.2038,0.0606,0.079,33
0.1356,0.4,0.931,0.3373,0.3333,0.119,0.158,0.0704,0.0946,33
0.1741,0.5,0.931,0.3373,0.2222,0.143,0.1077,0.0842,0.1041,54
0.1741,0.6,0.931,0.3373,0.2593,0.152,0.0879,0.0914,0.1071,54
0.1741,0.7,0.931,0.3373,0.2222,0.143,0.0377,0.1292,0.0976,54
0.1741,0.7,0.931,0.3494,0.2222,0.14,0.0178,0.1494,0.0906,54
0.22,0.7,0.931,0.3614,0.2037,0.14,0.0127,0.1644,0.0846,80
0.22,0.7,0.931,0.3735,0.1481,0.144,0.0181,0.164,0.0816,80
0.22,0.7,0.931,0.3976,0.1296,0.196,0.0162,0.1668,0.079,80
0.22,0.7,0.931,0.3976,0.1852,0.161,0.0342,0.137,0.079,80
0.2357,0.7,0.931,0.4096,0.2407,0.145,0.0457,0.1052,0.079,109
0.2357,0.7,0.931,0.4217,0.2778,0.139,0.061,0.095,0.079,109
0.2357,0.7,0.931,0.4578,0.1481,0.144,0.0533,0.0932,0.079,109
0.2357,0.7,0.931,0.4819,0.2778,0.137,0.0518,0.1006,0.6642,109
0.2138,0.7,0.931,0.506,0.1667,0.137,0.0514,0.0996,0.4474,106
0.2138,0.7,0.931,0.506,0.2222,0.112,0.0814,0.0954,0.2648,106
0.2138,0.7,0.931,0.5181,0.1852,0.098,0.1046,0.0842,0.079,106
0.2138,0.6,0.931,0.5422,0.1111,0.133,0.0459,0.0916,0.1862,106
0.2044,0.3,0.931,0.5542,0.1852,0.131,0.0292,0.1298,0.1331,94
0.2044,0.3,0.931,0.5542,0.1667,0.105,0.0558,0.1148,0.1161,94
0.2044,0.35,0.931,0.5783,0.1852,0.103,0.0578,0.1102,0.1026,94
0.2044,0.3,0.931,0.5904,0.1667,0.087,0.1134,0.0812,0.0931,94
0.2325,0.3,0.931,0.6024,0.1667,0.087,0.0982,0.0816,0.0881,101
0.2325,0.3,0.931,0.6265,0.1111,0.126,0.0901,0.0834,0.0811,101
0.2325,0.3,0.931,0.6265,0.0741,0.144,0.0884,0.0856,0.079,101
0.2325,0.4,0.931,0.6506,0.0741,0.143,0.0999,0.0838,0.0836,101
0.2106,0.35,0.931,0.6506,0.0556,0.109,0.1183,0.0784,0.0801,102
0.2106,0.3,0.931,0.6506,0.0741,0.132,0.1014,0.0816,0.0741,102
0.2106,0.4,0.931,0.6386,0.0741,0.132,0.1143,0.0778,0.0801,102
0.2106,0.4,0.931,0.6386,0.0741,0.129,0.1698,0.0672,0.1111,102
0.244,0.35,0.931,0.6386,0.0556,0.129,0.1595,0.0594,0.0966,123
0.244,0.3,0.931,0.6747,0.037,0.119,0.1191,0.0608,0.0781,123
0.244,0.4,0.931,0.6988,0.0185,0.118,0.1003,0.06,0.079,123
0.244,0.5,0.931,0.7229,0.0185,0.116,0.0841,0.062,0.0601,123
0.2138,0.6,0.931,0.7349,0,0.118,0.0939,0.0566,0.0536,117
0.2138,0.7,0.931,0.7831,0.037,0.123,0.0457,0.0614,0.044,117
0.2138,0.7,0.931,0.759,0.0185,0.119,0.0364,0.0678,0.0395,117
0.2138,0.7,0.931,0.759,0.0185,0.121,0.0265,0.0708,0.037,117
0.1898,0.7,0.931,0.7711,0,0.121,0.0159,0.0792,0.036,111
0.1898,0.7,0.931,0.747,0.0556,0.104,0.0152,0.0824,0.039,111
0.1898,0.7,0.931,0.759,0.0185,0.098,0.0198,0.0848,0.079,111
0.1898,0.7,0.931,0.7952,0,0.108,0.0269,0.088,0.041,111
0.2211,0.7,0.8966,0.7952,0,0.105,0.0168,0.0884,0.0445,132
0.2211,0.7,0.931,0.7711,0.037,0.104,0.0168,0.0862,0.045,132
0.2211,0.7,0.931,0.7711,0,0.102,0.0168,0.0886,0.0425,132
0.2211,0.7,0.931,0.7831,0,0.102,0.0168,0.092,0.042,132
0.2086,0.7,0.931,0.7952,0.037,0.102,0.0168,0.0958,0.0435,114
0.2086,0.7,0.931,0.7952,0.037,0.112,0.0168,0.107,0.0415,114
0.2086,0.7,0.931,0.759,0.0185,0.126,0.0168,0.1192,0.079,114
0.2086,0.6,0.931,0.7349,0.037,0.132,0.0168,0.2054,0.041,114
0.2701,0.3,0.931,0.7711,0.037,0.148,0.0168,0.3214,0.0435,122
0.4463,0.4,0.931,0.6265,0.1481,0.188,0.0168,0.2712,0.2182,184
0.4463,0.4,0.9655,0.5904,0.1667,0.194,0.0168,0.2346,0.079,184
0.4463,0.3,0.9655,0.5301,0.1481,0.161,0.0168,0.1884,0.2878,184
0.4181,0.3,0.9655,0.494,0.1667,0.14,0.0343,0.1734,0.3423,178
0.4181,0.2,0.9655,0.4699,0.0926,0.141,0.0601,0.1696,0.3453,178
0.4181,0.2,0.9655,0.4337,0.1667,0.124,0.0869,0.1542,0.2968,178
0.4181,0.15,0.9655,0.4096,0.2593,0.082,0.1238,0.12,0.2733,178
0.3399,0.1,0.9655,0.4096,0.2778,0.082,0.1343,0.1076,0.2538,124
0.3399,0.1,0.9655,0.3855,0.3519,0.095,0.1622,0.103,0.1882,124
0.3399,0.2,0.9655,0.3614,0.2593,0.09,0.202,0.084,0.079,124
0.3399,0.3,0.9655,0.3494,0.1852,0.097,0.2202,0.065,0.1326,124
0.2273,0.5,0.9655,0.3253,0.3333,0.1,0.2495,0.0612,0.1346,75
0.2273,0.6,0.9655,0.3012,0.3148,0.097,0.2796,0.0568,0.1962,75
0.2273,0.6,0.9655,0.3133,0.3148,0.097,0.3272,0.0558,0.1887,75
0.2273,0.7,0.9655,0.3012,0.4074,0.098,0.3532,0.0492,0.1496,75
0.1731,0.7,0.9655,0.2771,0.4074,0.098,0.3834,0.0452,0.1316,62
0.1731,0.7,0.9655,0.2651,0.4074,0.071,0.4372,0.0468,0.1251,62
0.1731,0.7,0.9655,0.2771,0.3148,0.055,0.4458,0.0424,0.079,62
0.1731,0.7,0.9655,0.2892,0.4259,0.055,0.4427,0.0398,0.1326,62
0.1575,0.75,0.9655,0.2771,0.4259,0.053,0.4412,0.0384,0.1281,50
0.1575,0.7,0.9655,0.2892,0.4815,0.06,0.4595,0.0338,0.1221,50
0.1575,0.7,0.9655,0.2892,0.4074,0.101,0.4502,0.0322,0.1171,50
0.1575,0.7,0.9655,0.2892,0.4259,0.098,0.4673,0.029,0.1096,50
0.1303,0.7,0.9655,0.2771,0.4815,0.098,0.4594,0.0278,0.0996,45
0.1303,0.75,0.9655,0.3012,0.4444,0.064,0.4534,0.0294,0.0941,45
0.1283,0.2,0.9655,0.3253,0.3889,0.024,0.4517,0.0304,0.0846,48
0.1283,0.2,0.9655,0.3494,0.3889,0.023,0.4632,0.03,0.0846,48
0.1283,0.2,0.9655,0.3735,0.3704,0.023,0.4435,0.0322,0.0801,48
0.1387,0.2,0.9655,0.3855,0.4259,0.023,0.4393,0.0356,0.0796,51
0.1387,0.15,0.9655,0.3855,0.3333,0.065,0.4463,0.0342,0.0806,51
0.1387,0.1,0.9655,0.3855,0.4259,0.063,0.4616,0.0328,0.079,51
0.1387,0.1,0.931,0.4217,0.3704,0.071,0.43,0.0356,0.0766,51
0.1616,0.2,0.931,0.4458,0.4815,0.081,0.3953,0.0378,0.0766,62
0.1616,0.2,0.931,0.4578,0.5185,0.081,0.3843,0.0398,0.0761,62
0.1616,0.2,0.931,0.4699,0.7778,0.072,0.4107,0.0362,0.0741,62
0.1616,0.3,0.931,0.5301,0.8519,0.079,0.397,0.0308,0.0681,62
0.2023,0.2,0.931,0.5663,0.6852,0.079,0.3209,0.0264,0.0601,59
0.2023,0.15,0.931,0.5301,0.5556,0.06,0.3058,0.0298,0.0521,59
0.2023,0.2,0.931,0.5301,0.2963,0.063,0.2869,0.0332,0.079,59
0.2023,0.3,0.931,0.5301,0.2407,0.082,0.2384,0.0432,0.0455,59
0.098,0.5,0.931,0.5181,0.2778,0.086,0.2543,0.0418,0.0415,21
0.098,0.6,0.931,0.5301,0.2963,0.09,0.274,0.0396,0.042,21
0.098,0.7,0.931,0.5301,0.2593,0.09,0.2288,0.0536,0.0375,21
0.098,0.7,0.931,0.506,0.4815,0.068,0.1945,0.066,0.0375,21
0.0667,0.7,0.931,0.5181,0.6852,0.068,0.3419,0.0426,0.0531,19
0.0667,0.7,0.931,0.5542,0.537,0.053,0.322,0.0484,0.0355,19
0.0667,0.7,0.931,0.5663,0.4815,0.057,0.2958,0.0564,0.079,19
0.0667,0.7,0.931,0.5542,0.4259,0.057,0.2607,0.0574,0.1562,19
0.0709,0.7,0.931,0.5301,0.4444,0.069,0.2364,0.0598,0.0626,22
0.0709,0.75,0.931,0.494,0.4259,0.058,0.259,0.057,0.0445,22
0.0709,0.8,0.931,0.4458,0.4815,0.05,0.2719,0.056,0.0435,22
0.0709,0.8,0.931,0.4458,0.5926,0.047,0.2898,0.0528,0.0415,22
0.049,0.7,0.931,0.4337,0.5,0.047,0.321,0.0466,0.0415,18
0.049,0.7,0.931,0.4458,0.537,0.039,0.3262,0.0428,0.0465,18
0.049,0.7,0.931,0.4699,0.5,0.031,0.342,0.0376,0.079,18
0.049,0.7,0.931,0.4819,0.4259,0.034,0.3181,0.0368,0.1046,18
0.048,0.4,0.931,0.5181,0.5185,0.017,0.2817,0.0396,0.0495,14
0.048,0.3,0.931,0.5542,0.4444,0.016,0.2769,0.0434,0.1061,14
0.048,0.35,0.931,0.5422,0.3148,0.024,0.2787,0.0392,0.1617,14
0.048,0.4,0.931,0.5301,0.4444,0.027,0.2599,0.0392,0.0526,14
0.048,0.4,0.931,0.5301,0.3519,0.027,0.2742,0.0358,0.2337,13
0.048,0.2,0.931,0.5181,0.3889,0.035,0.2553,0.0358,0.1091,13
0.048,0.3,0.931,0.5301,0.4074,0.056,0.4802,0.0406,0.079,13
0.048,0.4,0.931,0.6024,0.2778,0.055,0.2265,0.0382,0.1311,13
0.0647,0.4,0.931,0.747,0.3704,0.05,0.2208,0.0338,0.046,35
0.0647,0.4,0.931,0.8072,0.3704,0.054,0.1676,0.0428,0.0385,35
0.0647,0.3,0.931,0.8072,0.2407,0.048,0.2309,0.052,0.041,35
0.049,0.6,0.069,0.7711,0.037,0.125,0.0409,0.0722,0.0335,27
0.1178,0.4,0.931,0.6265,0.2963,0.125,0.0597,0.1072,0.079,49
0.1178,0.4,0.931,0.6145,0.3889,0.087,0.0597,0.066,0.0891,49
0.1178,0.5,0.931,0.6024,0.463,0.087,0.0597,0.0598,0.079,49
0.1178,0.45,0.931,0.5904,0.4074,0.085,0.0597,0.05,0.0696,49
0.0876,0.4,0.9655,0.5783,0.2593,0.084,0.0827,0.0464,0.0666,37
0.0876,0.3,0.9655,0.5663,0.537,0.08,0.1161,0.0474,0.0631,37
0.0876,0.35,0.931,0.5663,0.3519,0.072,0.1597,0.0432,0.0606,37
0.0876,0.4,0.9655,0.5301,0.463,0.07,0.1663,0.039,0.0616,37
0.0803,0.4,0.9655,0.506,0.5741,0.07,0.1837,0.0348,0.0566,27
0.0803,0.4,0.9655,0.506,0.5741,0.055,0.2144,0.0318,0.0561,27
0.0803,0.3,0.9655,0.506,0.463,0.042,0.2337,0.0172,0.079,27
0.0803,0.3,0.9655,0.5181,0.3519,0.048,0.2691,0.0172,0.0576,27
0.0719,0.5,0.9655,0.506,0.5,0.06,0.2708,0.0202,0.0551,34
0.0719,0.6,0.9655,0.494,0.4815,0.064,0.2638,0.024,0.0551,34
0.0719,0.7,0.9655,0.4819,0.5185,0.061,0.2464,0.022,0.0556,34
0.0719,0.7,0.9655,0.4819,0.7963,0.061,0.2348,0.0232,0.0536,34
0.0657,0.7,0.9655,0.4819,0.5926,0.061,0.2523,0.0204,0.0561,28
0.0657,0.7,0.9655,0.4819,0.6667,0.053,0.2547,0.0256,0.0601,28
0.0657,0.7,0.9655,0.4819,0.6481,0.048,0.2794,0.0302,0.079,28
0.0657,0.75,0.9655,0.4819,0.5926,0.049,0.2771,0.0304,0.0651,28
0.0751,0.8,0.9655,0.4819,0.6111,0.048,0.2979,0.0176,0.0611,28
0.0751,0.8,0.9655,0.4578,0.7778,0.047,0.3073,0.021,0.0581,28
0.0751,0.8,0.9655,0.4458,0.7222,0.047,0.325,0.0202,0.0571,28
0.0751,0.8,0.9655,0.4458,0.7222,0.05,0.3219,0.021,0.0561,28
0.0782,0.8,0.9655,0.4578,0.6111,0.05,0.3288,0.0298,0.0591,32
0.0782,0.8,0.9655,0.4458,0.6667,0.047,0.3259,0.0264,0.0626,32
0.0782,0.8,0.9655,0.4578,0.6111,0.044,0.3338,0.0222,0.079,32
0.0782,0.8,0.9655,0.4578,0.6111,0.046,0.3406,0.0216,0.0601,32
0.0699,0.5,0.9655,0.4458,0.6852,0.026,0.3515,0.0212,0.0571,28
0.0699,0.2,0.9655,0.4458,0.7037,0.026,0.3516,0.0216,0.0556,28
0.0699,0.2,0.9655,0.4458,0.4815,0.053,0.3406,0.0234,0.0541,28
0.0699,0.3,0.931,0.4096,0.5556,0.06,0.3496,0.0252,0.0521,28
0.073,0.3,0.931,0.3976,0.537,0.06,0.3649,0.0222,0.0506,27
0.073,0.3,0.931,0.4578,0.6481,0.047,0.3799,0.0194,0.0506,27
0.073,0.3,0.931,0.4578,0.5556,0.042,0.3923,0.0166,0.079,27
0.073,0.2,0.931,0.4699,0.4074,0.042,0.391,0.0198,0.0516,27
0.073,0.3,0.931,0.4819,0.4444,0.047,0.3913,0.0214,0.047,29
0.073,0.3,0.931,0.494,0.537,0.05,0.391,0.0168,0.0455,29
0.073,0.3,0.931,0.5181,0.4074,0.053,0.377,0.0198,0.0465,29
0.073,0.3,0.931,0.5301,0.2593,0.063,0.3354,0.0268,0.0465,29
0.0834,0.3,0.931,0.5422,0.3889,0.063,0.3292,0.0318,0.047,37
0.0834,0.3,0.931,0.5542,0.2963,0.065,0.3179,0.0302,0.0465,37
0.0834,0.4,0.931,0.5663,0.3704,0.071,0.3157,0.0304,0.079,37
0.0834,0.25,0.931,0.5783,0.3889,0.065,0.3093,0.0324,0.0475,37
0.1043,0.4,0.931,0.5783,0.3889,0.082,0.2759,0.0344,0.0485,46
0.1043,0.5,0.931,0.5904,0.3333,0.102,0.2569,0.0364,0.0551,46
0.1043,0.6,0.931,0.6024,0.3704,0.108,0.2246,0.0418,0.0666,46
0.1043,0.7,0.931,0.5904,0.2963,0.109,0.2371,0.04,0.0681,46
0.1272,0.7,0.931,0.5783,0.2037,0.109,0.2773,0.0362,0.0571,58
0.1272,0.7,0.931,0.5904,0.2222,0.09,0.2136,0.0428,0.0506,58
0.1272,0.7,0.931,0.5422,0.5,0.064,0.2023,0.0412,0.079,58
0.1272,0.7,0.931,0.5904,0.6667,0.053,0.209,0.0442,0.0395,58
0.1001,0.75,0.931,0.9157,0.6667,0.038,0.2226,0.0388,0.023,34
0.1001,0.75,0.931,0.9759,0.4815,0.03,0.2377,0.0266,0.018,34
0.1001,0.75,0.931,0.9759,0.3333,0.029,0.2183,0.0264,0.0185,34
0.1001,0.75,0.931,0.9277,0.8519,0.038,0.1908,0.0348,0.019,34
0.0198,0.8,0.931,0.7831,0.4074,0.038,0.2077,0.0356,0.0185,8
0.0198,0.5,0.069,0.6988,0.3148,0.044,0.1715,0.0346,0.079,8
0.0198,0.4,0.069,0.6627,0.2407,0.057,0.2389,0.0294,0.0065,8
0.0198,0.4,0.069,0.7229,0.3889,0.057,0.1561,0.0602,0.034,14
0.0198,0.4,0.069,0.7108,0.2407,0.048,0.1602,0.0516,0.0601,14
0.0198,0.4,0.931,0.6145,0.2778,0.003,0.2658,0.0364,0.0395,14
0.0375,0.4,0.931,0.6747,0.3519,0.003,0.277,0.0332,0.035,20
0.0375,0.4,0.931,0.7229,0.5185,0.003,0.3034,0.0292,0.0335,20
0.0375,0.4,0.931,0.6867,0.6852,0.003,0.3004,0.0294,0.0465,20
0.0375,0.4,0.931,0.6747,0.537,0.003,0.3105,0.03,0.0601,20
0.0261,0.45,0.931,0.6747,0.5,0.003,0.3456,0.0252,0.0546,10
0.0261,0.45,0.931,0.7108,0.5185,0.018,0.347,0.0246,0.0526,10
0.0261,0.5,0.8966,0.7349,0.3519,0.03,0.2887,0.0286,0.079,10
0.0261,0.5,0.8966,0.7349,0.2593,0.03,0.2447,0.0398,0.0721,10
0.0302,0.55,0.8966,0.747,0.1852,0.03,0.2083,0.0448,0.0691,12
0.0302,0.6,0.8966,0.7349,0.1667,0.038,0.1969,0.045,0.0701,12
0.0302,0.7,0.8966,0.7229,0.2037,0.04,0.204,0.0462,0.0701,12
0.0302,0.7,0.931,0.6988,0.3333,0.041,0.2492,0.037,0.0576,12
0.0323,0.7,0.931,0.6988,0.5741,0.041,0.2471,0.036,0.049,13
0.0323,0.7,0.931,0.6747,0.5741,0.032,0.2565,0.0334,0.047,13
0.0323,0.7,0.931,0.6627,0.5,0.029,0.3062,0.0288,0.079,13
0.0323,0.7,0.8966,0.747,0.2037,0.032,0.3236,0.0234,0.0435,13
0.0229,0.7,0.8966,0.7229,0.4074,0.035,0.3461,0.021,0.0365,8
0.0229,0.7,0.8966,0.6747,0.5741,0.035,0.3595,0.0214,0.038,8
0.0229,0.7,0.8966,0.6627,0.8148,0.035,0.3528,0.023,0.0501,8
0.0229,0.7,0.8966,0.7229,0.5,0.04,0.2673,0.0356,0.0861,8
0.0302,0.7,0.931,0.747,0.2778,0.04,0.2625,0.0428,0.0821,20
0.0302,0.7,0.931,0.7349,0.1852,0.038,0.2518,0.0426,0.0546,20
0.0302,0.7,0.931,0.6988,0.2222,0.038,0.2691,0.0396,0.079,20
