start,end,pm2.5,pm10,temp,bp,rh,ws,co,o3,nox,so2
2020-01-24 12:45:00,2020-01-24 13:00:00,53,138,29,742,34,2.7,0.65,67.58,29.9,10.6
2020-01-24 13:00:00,2020-01-24 13:15:00,53,138,29,742,34,2.2,0.69,70.36,29.6,10.5
2020-01-24 13:15:00,2020-01-24 13:30:00,53,138,29.5,742,34,2.7,0.73,72.54,29.8,11.5
2020-01-24 13:30:00,2020-01-24 13:45:00,53,138,30,742,33,2.4,0.69,77.44,28.7,10.7
2020-01-24 13:45:00,2020-01-24 14:00:00,48,127,31,742,31,3,,82.91,27.4,9.6
2020-01-24 14:00:00,2020-01-24 14:15:00,48,127,30,742,29,3.8,0.5,91.77,24.1,9.1
2020-01-24 14:15:00,2020-01-24 14:30:00,48,127,30,742,28,2.8,0.49,90.96,23.1,
2020-01-24 14:30:00,2020-01-24 14:45:00,48,127,30,742,26,2.6,0.52,91.14,25.6,8.8
2020-01-24 14:45:00,2020-01-24 15:00:00,35,106,30,742,26,3.1,0.47,100.04,24,8.1
2020-01-24 15:00:00,2020-01-24 15:15:00,35,106,30,742,25,3.1,0.46,99.06,27.1,8
2020-01-24 15:15:00,2020-01-24 15:30:00,35,106,30,742,26,3.3,0.49,95.73,28.7,12.3
2020-01-24 15:30:00,2020-01-24 15:45:00,35,106,29.5,742,27,2.6,0.49,86.42,30.2,31.2
2020-01-24 15:45:00,2020-01-24 16:00:00,42,125,29,741,28,2.5,,85.81,30.9,23.2
2020-01-24 16:00:00,2020-01-24 16:15:00,42,125,29,741,28,2.5,0.57,96.67,28.5,13.5
2020-01-24 16:15:00,2020-01-24 16:30:00,42,125,30,741,28,2.2,0.61,95.9,28,
2020-01-24 16:30:00,2020-01-24 16:45:00,42,125,30,741,30,2.5,0.64,92.79,28.7,10.4
2020-01-24 16:45:00,2020-01-24 17:00:00,44,121,30,741,30,2.7,0.63,94.82,28.5,9.1
2020-01-24 17:00:00,2020-01-24 17:15:00,44,121,29.5,741,33,2.1,0.69,86.49,30.1,9.2
2020-01-24 17:15:00,2020-01-24 17:30:00,44,121,29,741,36,1.4,0.94,62.35,36.6,9.7
2020-01-24 17:30:00,2020-01-24 17:45:00,44,121,29.5,741,37,1.7,0.96,58.06,48.1,10
2020-01-24 17:45:00,2020-01-24 18:00:00,60,146,31,741,39,1.3,,50.35,49,9.7
2020-01-24 18:00:00,2020-01-24 18:15:00,60,146,32,741,41,1.2,1.15,36.63,50.4,9.1
2020-01-24 18:15:00,2020-01-24 18:30:00,60,146,31,741,41,1.3,1.26,25.85,57.4,
2020-01-24 18:30:00,2020-01-24 18:45:00,60,146,30.5,741,42,1.2,1.48,17.5,66.3,8.4
2020-01-24 18:45:00,2020-01-24 19:00:00,81,189,31,741,43,1.1,1.55,7.33,76.3,7.1
2020-01-24 19:00:00,2020-01-24 19:15:00,81,189,31,741,44,1.4,1.59,7.86,82,6.6
2020-01-24 19:15:00,2020-01-24 19:30:00,81,189,31,741,47,1,1.79,6,85.7,6.3
2020-01-24 19:30:00,2020-01-24 19:45:00,81,189,31,741,47,1.3,1.76,6.96,86.8,6.7
2020-01-24 19:45:00,2020-01-24 20:00:00,111,238,31,741,49,1.1,,5.98,92.9,7.4
2020-01-24 20:00:00,2020-01-24 20:15:00,111,238,31,741,51,0.8,1.92,4.65,100.5,7.6
2020-01-24 20:15:00,2020-01-24 20:30:00,111,238,31,741,54,0.6,2.15,4.17,104.3,
2020-01-24 20:30:00,2020-01-24 20:45:00,111,238,31,741,56,0.5,2.39,6.15,113.5,8.7
2020-01-24 20:45:00,2020-01-24 21:00:00,160,320,31.5,741,56,0.6,2.37,6.45,121.2,11.8
2020-01-24 21:00:00,2020-01-24 21:15:00,160,320,31.5,741,55,0.9,2.38,5.41,118.3,11.1
2020-01-24 21:15:00,2020-01-24 21:30:00,160,320,31.5,741,56,0.5,2.19,4.92,107.9,9.9
2020-01-24 21:30:00,2020-01-24 21:45:00,160,320,32,741,57,0.7,2.21,4.66,96.1,9
2020-01-24 21:45:00,2020-01-24 22:00:00,175,339,32,741,57,0.8,,4.78,82.6,8.2
2020-01-24 22:00:00,2020-01-24 22:15:00,175,339,31,741,57,1.1,1.81,4.74,81.4,7.7
2020-01-24 22:15:00,2020-01-24 22:30:00,175,339,30,741,57,1.2,1.77,4.78,84.8,
2020-01-24 22:30:00,2020-01-24 22:45:00,175,339,30,741,57,1,1.55,4.12,81.4,7
2020-01-24 22:45:00,2020-01-24 23:00:00,135,239,30,741,58,0.6,1.44,5.57,77.8,5.7
2020-01-24 23:00:00,2020-01-24 23:15:00,135,239,29.5,741,59,1,1.49,4.61,80.1,5.2
2020-01-24 23:15:00,2020-01-24 23:30:00,135,239,29,741,59,0.7,1.63,4.53,89.1,5.7
2020-01-24 23:30:00,2020-01-24 23:45:00,135,239,29.5,741,59,1.1,1.57,4.23,93.1,5.9
2020-01-24 23:45:00,2020-01-25 00:00:00,153,254,30,741,60,0.8,,5.72,93.5,6
2020-01-25 00:00:00,2020-01-25 00:15:00,153,254,30,741,60,0.9,1.41,4.21,91.8,6.4
2020-01-25 00:15:00,2020-01-25 00:30:00,153,254,29.5,741,63,0.3,1.34,4.76,87.8,
2020-01-25 00:30:00,2020-01-25 00:45:00,153,254,29.5,741,68,0.3,1.37,4.57,84.8,5.7
2020-01-25 00:45:00,2020-01-25 01:00:00,149,222,29.5,741,72,0.3,1.53,5.37,84.9,5.4
2020-01-25 01:00:00,2020-01-25 01:15:00,149,222,29.5,741,71,0.5,1.55,5.21,82.4,5.1
2020-01-25 01:15:00,2020-01-25 01:30:00,149,222,29.5,741,69,0.4,1.39,5.23,80,5
2020-01-25 01:30:00,2020-01-25 01:45:00,149,222,29,741,69,0.4,1.25,5.27,77.5,5
2020-01-25 01:45:00,2020-01-25 02:00:00,132,200,30,740,73,0.4,,4.63,76.6,4.8
2020-01-25 02:00:00,2020-01-25 02:15:00,132,200,32,740,71,0.4,1.24,5.31,73.5,4.7
2020-01-25 02:15:00,2020-01-25 02:30:00,132,200,33,740,70,0.4,1.15,5.02,69.6,
2020-01-25 02:30:00,2020-01-25 02:45:00,132,200,33,740,71,0.6,1.17,5.86,66.3,4.3
2020-01-25 02:45:00,2020-01-25 03:00:00,128,186,31,740,73,0.6,1.19,5.12,66.5,3.8
2020-01-25 03:00:00,2020-01-25 03:15:00,128,186,31,740,73,0.3,1.11,5.04,69.2,3.8
2020-01-25 03:15:00,2020-01-25 03:30:00,128,186,32,740,75,0.3,1.17,5.17,73.2,3.7
2020-01-25 03:30:00,2020-01-25 03:45:00,128,186,32,740,72,0.7,1.28,4.8,86.5,4.1
2020-01-25 03:45:00,2020-01-25 04:00:00,126,180,32,740,70,1.2,,4.53,99.5,4.6
2020-01-25 04:00:00,2020-01-25 04:15:00,126,180,32,741,68,1,1.05,4.35,87.9,5.2
2020-01-25 04:15:00,2020-01-25 04:30:00,126,180,32,740,71,0.6,1.01,4.17,78.2,
2020-01-25 04:30:00,2020-01-25 04:45:00,126,180,32,740,71,0.7,0.95,5,72.3,5.1
2020-01-25 04:45:00,2020-01-25 05:00:00,140,190,32,740,71,0.7,0.89,4.45,68.8,4.8
2020-01-25 05:00:00,2020-01-25 05:15:00,140,190,32,740,72,0.6,0.88,4.33,66.2,4.8
2020-01-25 05:15:00,2020-01-25 05:30:00,140,190,32,740,74,0.4,0.89,4.41,65.4,4.2
2020-01-25 05:30:00,2020-01-25 05:45:00,140,190,32,740,78,0.3,0.96,4.88,67.5,4.3
2020-01-25 05:45:00,2020-01-25 06:00:00,144,179,32,740,81,0.3,,6,72.9,4.1
2020-01-25 06:00:00,2020-01-25 06:15:00,144,179,31,740,84,0.3,1.08,6.02,81,4.2
2020-01-25 06:15:00,2020-01-25 06:30:00,144,179,31,740,83,0.3,1.12,6.49,90.2,
2020-01-25 06:30:00,2020-01-25 06:45:00,144,179,30,740,83,0.3,1.25,5.8,92.2,4.4
2020-01-25 06:45:00,2020-01-25 07:00:00,153,210,30,740,83,0.4,1.35,6.53,98.9,4.9
2020-01-25 07:00:00,2020-01-25 07:15:00,153,210,30,740,85,0.3,,7.45,,
2020-01-25 07:15:00,2020-01-25 07:30:00,153,210,30,740,85,0.9,,7.25,,
2020-01-25 07:30:00,2020-01-25 07:45:00,153,210,30.5,740,82,0.9,,7,,
2020-01-25 07:45:00,2020-01-25 08:00:00,370,492,30,741,80,1,,6.78,192.2,
2020-01-25 08:00:00,2020-01-25 08:15:00,370,492,30,741,77,0.7,2.29,,184.6,7.2
2020-01-25 08:15:00,2020-01-25 08:30:00,370,492,30,741,74,0.7,2.2,,189.5,
2020-01-25 08:30:00,2020-01-25 08:45:00,370,492,30,741,70,0.9,2.1,,184.8,7
2020-01-25 08:45:00,2020-01-25 09:00:00,224,354,30,741,67,1.2,1.65,3.57,163.2,7.3
2020-01-25 09:00:00,2020-01-25 09:15:00,224,354,30,742,65,1.2,1.53,5.53,132.2,8
2020-01-25 09:15:00,2020-01-25 09:30:00,224,354,29,742,64,1,1.49,6.7,123,8.8
2020-01-25 09:30:00,2020-01-25 09:45:00,224,354,29,742,61,0.8,1.51,7.8,118.5,10.2
2020-01-25 09:45:00,2020-01-25 10:00:00,189,311,30,742,60,0.8,,9.98,114.3,12.7
2020-01-25 10:00:00,2020-01-25 10:15:00,189,311,31,742,59,1.5,1.65,10.8,113.1,12.8
2020-01-25 10:15:00,2020-01-25 10:30:00,189,311,30,742,59,1.5,1.66,12.47,116.3,
2020-01-25 10:30:00,2020-01-25 10:45:00,189,311,30,742,56,1.6,1.55,15.95,109.8,17.3
2020-01-25 10:45:00,2020-01-25 11:00:00,228,385,30,742,54,1.4,1.43,19.78,94.1,20.6
2020-01-25 11:00:00,2020-01-25 11:15:00,228,385,30,742,52,1.6,1.56,23.58,90.8,27.3
2020-01-25 11:15:00,2020-01-25 11:30:00,228,385,30,742,50,1.5,1.51,27.6,89.5,27.6
2020-01-25 11:30:00,2020-01-25 11:45:00,228,385,29.5,742,49,1.3,1.57,33.83,85.5,26.4
2020-01-25 11:45:00,2020-01-25 12:00:00,207,376,29,742,44,2.1,,44.61,66,23.1
2020-01-25 12:00:00,2020-01-25 12:15:00,207,376,29,742,42,2.1,0.94,55.57,47.3,20.5
2020-01-25 12:15:00,2020-01-25 12:30:00,207,376,29,742,40,2,0.87,62.41,40.8,
2020-01-25 12:30:00,2020-01-25 12:45:00,207,376,29,742,40,2.1,0.87,68.95,37.9,18.4
2020-01-25 12:45:00,2020-01-25 13:00:00,109,212,29,742,38,1.9,0.81,68.62,37.5,17.2
2020-01-25 13:00:00,2020-01-25 13:15:00,109,212,29,742,36,2,0.64,76.3,32.9,17.7
2020-01-25 13:15:00,2020-01-25 13:30:00,109,212,29,742,35,2.2,0.57,92.14,24.4,17.6
2020-01-25 13:30:00,2020-01-25 13:45:00,109,212,29.5,742,33,2.7,0.56,94.61,24.4,17.3
2020-01-25 13:45:00,2020-01-25 14:00:00,69,152,31,742,33,2,,95.75,26.4,16.7
2020-01-25 14:00:00,2020-01-25 14:15:00,69,152,31,742,34,2,0.79,93.2,31.6,18.4
2020-01-25 14:15:00,2020-01-25 14:30:00,69,152,30,742,34,2.2,0.77,97.18,32.5,
2020-01-25 14:30:00,2020-01-25 14:45:00,69,152,30,742,34,2.5,0.74,93.1,30,18.2
2020-01-25 14:45:00,2020-01-25 15:00:00,84,184,29.5,742,34,1.9,0.74,96.45,29.4,17.6
2020-01-25 15:00:00,2020-01-25 15:15:00,84,184,29,742,34,2.4,0.71,97.26,29.8,17.2
2020-01-25 15:15:00,2020-01-25 15:30:00,84,184,29,742,34,2.4,0.65,97.14,28,16.1
2020-01-25 15:30:00,2020-01-25 15:45:00,84,184,29,741,35,2.8,0.62,98.12,25.6,14.6
2020-01-25 15:45:00,2020-01-25 16:00:00,82,162,29,741,35,2.3,,99.41,22.4,14.6
2020-01-25 16:00:00,2020-01-25 16:15:00,82,162,29,741,37,2,0.71,85.48,25.6,16.7
2020-01-25 16:15:00,2020-01-25 16:30:00,82,162,30,741,37,2.3,0.7,85.61,26.6,
2020-01-25 16:30:00,2020-01-25 16:45:00,82,162,30,741,38,2.1,0.74,86.12,27.4,17.3
2020-01-25 16:45:00,2020-01-25 17:00:00,81,168,29,741,39,2.3,0.71,85.91,26.9,16
2020-01-25 17:00:00,2020-01-25 17:15:00,81,168,29,741,40,1.9,0.77,73.68,29,15.2
2020-01-25 17:15:00,2020-01-25 17:30:00,81,168,29,741,40,1.4,0.89,57.23,34.8,13.8
2020-01-25 17:30:00,2020-01-25 17:45:00,81,168,29,741,42,1.2,1.12,36.18,51.1,13.3
2020-01-25 17:45:00,2020-01-25 18:00:00,91,196,29,741,45,0.9,,22.83,63.1,12.9
2020-01-25 18:00:00,2020-01-25 18:15:00,91,196,31,741,47,0.8,1.27,17.54,66.2,12.2
2020-01-25 18:15:00,2020-01-25 18:30:00,91,196,32,741,49,0.5,1.68,7.04,76,
2020-01-25 18:30:00,2020-01-25 18:45:00,91,196,31,741,51,0.3,1.9,4.37,97.4,11.4
2020-01-25 18:45:00,2020-01-25 19:00:00,119,269,31,741,56,0.3,2.11,4.9,117.7,10
2020-01-25 19:00:00,2020-01-25 19:15:00,119,269,31,741,58,0.6,3.32,4.84,185.3,9.4
2020-01-25 19:15:00,2020-01-25 19:30:00,119,269,31,741,56,0.5,3.38,6.35,180.6,10.1
2020-01-25 19:30:00,2020-01-25 19:45:00,119,269,31,741,58,0.3,3.45,6.35,177.5,9.7
2020-01-25 19:45:00,2020-01-25 20:00:00,217,439,31,741,62,0.3,,5.8,191.1,9.6
2020-01-25 20:00:00,2020-01-25 20:15:00,217,439,31,741,64,0.4,4.83,8.31,236.3,9.9
2020-01-25 20:15:00,2020-01-25 20:30:00,217,439,31,741,64,0.5,4.91,7.37,246.8,
2020-01-25 20:30:00,2020-01-25 20:45:00,217,439,31.5,741,63,1,4.39,7.49,201.6,10.1
2020-01-25 20:45:00,2020-01-25 21:00:00,307,560,31,741,60,1,2.22,5.35,108.2,8.6
2020-01-25 21:00:00,2020-01-25 21:15:00,307,560,31,741,62,0.8,1.82,6.29,84,7.2
2020-01-25 21:15:00,2020-01-25 21:30:00,307,560,31,741,62,0.7,2.5,5.29,116,6.3
2020-01-25 21:30:00,2020-01-25 21:45:00,307,560,31,741,67,0.6,2.44,5.27,123.8,5.6
2020-01-25 21:45:00,2020-01-25 22:00:00,266,420,32,741,70,0.9,,5.35,115.2,5.1
2020-01-25 22:00:00,2020-01-25 22:15:00,266,420,31.5,741,72,0.9,2.11,5.43,91.5,5.1
2020-01-25 22:15:00,2020-01-25 22:30:00,266,420,31,741,75,0.5,2.02,4.63,82.9,
2020-01-25 22:30:00,2020-01-25 22:45:00,266,420,30.5,741,77,0.5,2.22,4.66,86.6,5.3
2020-01-25 22:45:00,2020-01-25 23:00:00,368,492,30,741,80,0.3,2.19,5.53,85.5,5.8
2020-01-25 23:00:00,2020-01-25 23:15:00,368,492,30,741,82,0.3,2.08,5.43,85.8,6
2020-01-25 23:15:00,2020-01-25 23:30:00,368,492,30,741,83,0.6,4.03,6.25,162,6.2
2020-01-25 23:30:00,2020-01-25 23:45:00,368,492,30,741,81,0.6,3.08,5.84,132.2,7.3
2020-01-25 23:45:00,2020-01-26 00:00:00,374,531,30,741,84,0.3,,5.61,120.8,9
2020-01-26 00:00:00,2020-01-26 00:15:00,374,531,30,741,85,0.4,2.66,6.1,123.9,10.7
2020-01-26 00:15:00,2020-01-26 00:30:00,374,531,30,740,86,0.3,2.07,5.27,108.1,
2020-01-26 00:30:00,2020-01-26 00:45:00,374,531,30,740,87,0.3,1.94,5.57,95.4,9.9
2020-01-26 00:45:00,2020-01-26 01:00:00,346,466,30,740,87,0.7,2.11,5.82,93.7,7.3
2020-01-26 01:00:00,2020-01-26 01:15:00,346,466,30,740,85,0.3,2.14,5.78,100.9,6.8
2020-01-26 01:15:00,2020-01-26 01:30:00,346,466,30,740,86,0.3,1.85,6.74,96.1,7.9
2020-01-26 01:30:00,2020-01-26 01:45:00,346,466,30,740,87,0.3,1.55,5.55,83.7,12.2
2020-01-26 01:45:00,2020-01-26 02:00:00,338,453,30,740,88,0.3,,5.86,72.2,15.1
2020-01-26 02:00:00,2020-01-26 02:15:00,338,453,31,740,90,0.3,1.66,6.7,72.2,13.2
2020-01-26 02:15:00,2020-01-26 02:30:00,338,453,32,740,89,0.5,1.82,6.15,72.1,
2020-01-26 02:30:00,2020-01-26 02:45:00,338,453,33,740,89,0.3,2.2,6.66,75,8.3
2020-01-26 02:45:00,2020-01-26 03:00:00,329,442,31,740,90,0.6,2.07,8.13,76.7,5.5
2020-01-26 03:00:00,2020-01-26 03:15:00,329,442,31,740,88,0.8,1.89,5.7,77.1,6.1
2020-01-26 03:15:00,2020-01-26 03:30:00,329,442,32,740,88,0.8,1.72,5.9,70.2,7.9
2020-01-26 03:30:00,2020-01-26 03:45:00,329,442,32,740,87,0.9,1.34,5.96,63.9,6.8
2020-01-26 03:45:00,2020-01-26 04:00:00,323,429,32,740,87,0.9,,5.45,51.9,5.5
2020-01-26 04:00:00,2020-01-26 04:15:00,323,429,32,740,87,0.5,1.37,5.74,45.9,4.8
2020-01-26 04:15:00,2020-01-26 04:30:00,323,429,32,740,88,0.5,1.36,5.64,45.4,
2020-01-26 04:30:00,2020-01-26 04:45:00,323,429,32,740,88,0.3,1.25,6.57,41.1,4.7
2020-01-26 04:45:00,2020-01-26 05:00:00,256,332,32,740,90,0.3,1.21,7.64,36.7,4.5
2020-01-26 05:00:00,2020-01-26 05:15:00,256,332,32,740,91,0.3,1.27,6.35,35.8,4.1
2020-01-26 05:15:00,2020-01-26 05:30:00,256,332,32,740,91,0.3,1.32,6.41,35.5,4.3
2020-01-26 05:30:00,2020-01-26 05:45:00,,332,32,740,91,0.3,1.32,6.13,36.5,4.5
2020-01-26 05:45:00,2020-01-26 06:00:00,276,354,32,740,90,0.3,,6.94,35.9,4.5
2020-01-26 06:00:00,2020-01-26 06:15:00,276,354,32,740,91,0.3,1.59,6.29,36.8,5
2020-01-26 06:15:00,2020-01-26 06:30:00,276,354,31,740,90,0.4,1.85,7.66,36.5,
2020-01-26 06:30:00,2020-01-26 06:45:00,276,354,31,740,91,0.3,1.95,7.15,40,5.1
2020-01-26 06:45:00,2020-01-26 07:00:00,323,405,30,740,91,0.3,2.12,6.47,47.5,5
2020-01-26 07:00:00,2020-01-26 07:15:00,323,405,30,740,92,0.3,,7.31,,
2020-01-26 07:15:00,2020-01-26 07:30:00,323,405,30,740,92,0.8,,7.29,,
2020-01-26 07:30:00,2020-01-26 07:45:00,323,405,31,740,91,0.9,,8.55,,
2020-01-26 07:45:00,2020-01-26 08:00:00,377,487,31,740,89,1,,10,208.6,
2020-01-26 08:00:00,2020-01-26 08:15:00,377,487,30,741,87,1.1,3.94,,228.4,9.7
2020-01-26 08:15:00,2020-01-26 08:30:00,377,487,30,741,85,0.9,4.01,,228.6,
2020-01-26 08:30:00,2020-01-26 08:45:00,377,487,30.5,741,82,1,3.53,,214.7,9
2020-01-26 08:45:00,2020-01-26 09:00:00,398,548,30,741,78,0.6,3.25,2.21,201.8,7.5
2020-01-26 09:00:00,2020-01-26 09:15:00,398,548,30,741,76,1.2,2.95,5.47,197.4,7.9
2020-01-26 09:15:00,2020-01-26 09:30:00,398,548,30,741,73,0.9,2.38,7,173.2,9.7
2020-01-26 09:30:00,2020-01-26 09:45:00,398,548,29.5,742,68,1,1.79,8.45,105,12.5
2020-01-26 09:45:00,2020-01-26 10:00:00,329,448,29.5,742,66,0.8,,10.33,90.4,14.6
2020-01-26 10:00:00,2020-01-26 10:15:00,329,448,31,742,64,1,1.66,12.13,85.7,15.2
2020-01-26 10:15:00,2020-01-26 10:30:00,329,448,30,742,63,1.2,1.55,13.54,80.5,
2020-01-26 10:30:00,2020-01-26 10:45:00,329,448,30,742,61,1.3,1.23,18.76,73.7,19.1
2020-01-26 10:45:00,2020-01-26 11:00:00,285,364,30,742,58,1.3,1.05,22.76,62.9,22.2
2020-01-26 11:00:00,2020-01-26 11:15:00,285,364,30,742,55,1.1,0.92,27.5,52.6,23.5
2020-01-26 11:15:00,2020-01-26 11:30:00,285,364,29.5,742,53,1.2,0.86,29.65,41.1,23.9
2020-01-26 11:30:00,2020-01-26 11:45:00,285,364,29,742,51,1.4,0.92,34.28,41.6,22.2
2020-01-26 11:45:00,2020-01-26 12:00:00,211,294,29,742,49,1.9,,37.75,39.7,22.1
2020-01-26 12:00:00,2020-01-26 12:15:00,211,294,29,742,46,1.6,1,42.65,38.4,20.3
2020-01-26 12:15:00,2020-01-26 12:30:00,211,294,29,742,44,1.9,0.89,45.06,34.5,
2020-01-26 12:30:00,2020-01-26 12:45:00,211,294,29,742,41,2.1,0.74,48.43,31,16.8
2020-01-26 12:45:00,2020-01-26 13:00:00,129,205,29,742,40,2.1,0.7,53.76,26.8,15.8
2020-01-26 13:00:00,2020-01-26 13:15:00,129,205,29,742,39,2.2,0.66,56.47,23,15.4
2020-01-26 13:15:00,2020-01-26 13:30:00,129,205,29,742,38,1.9,0.53,58.27,22,14.5
2020-01-26 13:30:00,2020-01-26 13:45:00,129,205,29,742,37,1.6,0.56,59.47,22.3,14.1
2020-01-26 13:45:00,2020-01-26 14:00:00,84,145,30,742,37,2.1,,64.05,21.9,13.8
2020-01-26 14:00:00,2020-01-26 14:15:00,84,145,30.5,742,37,2.5,0.7,63.92,22.4,14.2
2020-01-26 14:15:00,2020-01-26 14:30:00,84,145,30,742,38,3,0.7,64.46,21.2,
2020-01-26 14:30:00,2020-01-26 14:45:00,84,145,30,742,38,2.5,0.68,62.66,19.3,14.4
2020-01-26 14:45:00,2020-01-26 15:00:00,85,136,30,742,38,2.2,0.63,63.01,18,13.5
2020-01-26 15:00:00,2020-01-26 15:15:00,85,136,29.5,742,39,2.6,0.65,61.43,19,13.9
2020-01-26 15:15:00,2020-01-26 15:30:00,85,136,29,742,41,2.9,0.64,58.94,19.4,14.3
2020-01-26 15:30:00,2020-01-26 15:45:00,85,136,29,742,42,3.1,0.64,60.47,19.4,16.5
2020-01-26 15:45:00,2020-01-26 16:00:00,83,158,29,741,43,2.4,,58.98,19.1,17.4
2020-01-26 16:00:00,2020-01-26 16:15:00,83,158,29,741,41,2.9,0.61,63.58,19,15.1
2020-01-26 16:15:00,2020-01-26 16:30:00,83,158,29,741,41,2.5,0.55,61.43,18.4,
2020-01-26 16:30:00,2020-01-26 16:45:00,83,158,29,741,41,2.4,0.6,53.47,21.4,12.3
2020-01-26 16:45:00,2020-01-26 17:00:00,71,133,29,741,41,1.9,0.6,58.58,24.1,11.5
2020-01-26 17:00:00,2020-01-26 17:15:00,71,133,29,741,42,1.5,0.71,45.71,29.3,12.4
2020-01-26 17:15:00,2020-01-26 17:30:00,71,133,29,741,43,1.5,0.77,43.02,32.6,12.9
2020-01-26 17:30:00,2020-01-26 17:45:00,71,133,29,741,44,0.9,1.01,30.65,42.2,15.7
2020-01-26 17:45:00,2020-01-26 18:00:00,74,191,29,741,46,0.8,,18.11,52.5,15.2
2020-01-26 18:00:00,2020-01-26 18:15:00,74,191,30,741,49,0.6,1.21,14.78,56.9,11.2
2020-01-26 18:15:00,2020-01-26 18:30:00,74,191,32,741,54,0.6,2.43,11.72,91.1,
2020-01-26 18:30:00,2020-01-26 18:45:00,74,191,30,741,56,0.5,2.78,8.06,129,9.6
2020-01-26 18:45:00,2020-01-26 19:00:00,121,283,31,741,57,0.6,2.51,5.8,125.1,8.4
2020-01-26 19:00:00,2020-01-26 19:15:00,121,283,31,741,62,0.3,2.21,5.78,108.4,7.3
2020-01-26 19:15:00,2020-01-26 19:30:00,121,283,31,741,65,0.5,3.1,6.37,140.3,7.3
2020-01-26 19:30:00,2020-01-26 19:45:00,121,283,31,741,66,0.3,3.58,6.86,134.3,7.1
2020-01-26 19:45:00,2020-01-26 20:00:00,222,362,31,741,71,0.3,,7.15,150.8,7.1
2020-01-26 20:00:00,2020-01-26 20:15:00,222,362,31,741,72,0.6,5.11,7.8,183.8,7.1
2020-01-26 20:15:00,2020-01-26 20:30:00,222,362,31,741,73,0.3,5.51,8.66,188.8,
2020-01-26 20:30:00,2020-01-26 20:45:00,222,362,31,741,75,0.4,7.27,7.7,228,7.6
2020-01-26 20:45:00,2020-01-26 21:00:00,420,666,31,741,75,0.3,7.71,6.7,266.8,7.6
2020-01-26 21:00:00,2020-01-26 21:15:00,420,666,31,740,79,0.3,9.07,8.04,308,7.9
2020-01-26 21:15:00,2020-01-26 21:30:00,420,666,31,740,79,0.3,0.01,8.68,369.5,9
2020-01-26 21:30:00,2020-01-26 21:45:00,420,666,31,740,80,0.4,10,9.02,362,10.1
2020-01-26 21:45:00,2020-01-26 22:00:00,495,762,32,740,82,0.3,,8.88,346.6,10
2020-01-26 22:00:00,2020-01-26 22:15:00,495,762,32,740,81,0.3,8.71,10.68,359.9,10.1
2020-01-26 22:15:00,2020-01-26 22:30:00,495,762,31,740,82,0.3,8.95,9.6,357.9,
2020-01-26 22:30:00,2020-01-26 22:45:00,495,762,31,740,81,0.6,8.97,10.23,349.6,9.3
2020-01-26 22:45:00,2020-01-26 23:00:00,522,765,30,740,82,0.4,8.83,10.41,340.7,7.8
2020-01-26 23:00:00,2020-01-26 23:15:00,522,765,30,740,84,0.3,8.75,10.31,331.9,7
2020-01-26 23:15:00,2020-01-26 23:30:00,522,765,30,740,85,0.4,7.98,9.04,322.2,6.4
2020-01-26 23:30:00,2020-01-26 23:45:00,522,765,30,740,85,0.3,7.99,9.51,309.1,6.1
2020-01-26 23:45:00,2020-01-27 00:00:00,494,688,30,740,85,0.3,,9.06,307.6,6
2020-01-27 00:00:00,2020-01-27 00:15:00,494,688,30,740,85,0.3,7.04,8.66,311.2,5.6
2020-01-27 00:15:00,2020-01-27 00:30:00,494,688,30,740,86,0.3,7.33,10.37,326.7,
2020-01-27 00:30:00,2020-01-27 00:45:00,494,688,30,740,86,0.3,7.32,11.54,333.6,5.6
2020-01-27 00:45:00,2020-01-27 01:00:00,565,733,30,740,88,0.3,6.82,12.99,340.7,5.9
2020-01-27 01:00:00,2020-01-27 01:15:00,565,733,30,740,85,0.7,5.82,13.62,332.2,5.7
2020-01-27 01:15:00,2020-01-27 01:30:00,565,733,30,740,84,0.4,5.69,16.09,329.9,5.5
2020-01-27 01:30:00,2020-01-27 01:45:00,565,733,30,740,86,0.3,5.5,15.7,325.6,5.8
2020-01-27 01:45:00,2020-01-27 02:00:00,397,541,30,740,86,0.4,,17.72,320.4,6.1
2020-01-27 02:00:00,2020-01-27 02:15:00,397,541,30.5,740,86,0.5,5.81,20.82,322.4,6.2
2020-01-27 02:15:00,2020-01-27 02:30:00,397,541,32,740,85,0.3,5.94,21.23,310.9,
2020-01-27 02:30:00,2020-01-27 02:45:00,397,541,33,740,86,0.5,5.83,23.4,297.2,5.2
2020-01-27 02:45:00,2020-01-27 03:00:00,364,473,31,740,87,0.4,5.69,25.81,286.2,4.3
2020-01-27 03:00:00,2020-01-27 03:15:00,364,473,31,740,88,0.3,5.39,28.46,287.9,4.1
2020-01-27 03:15:00,2020-01-27 03:30:00,364,473,31,740,88,0.3,5.16,27.66,285.2,4.5
2020-01-27 03:30:00,2020-01-27 03:45:00,364,473,31.5,740,88,0.3,4.92,30.67,286.5,4.5
2020-01-27 03:45:00,2020-01-27 04:00:00,310,417,31.5,740,87,0.3,,42.79,289.7,4.8
2020-01-27 04:00:00,2020-01-27 04:15:00,310,417,31.5,740,88,0.3,5.1,47.06,297.5,5
2020-01-27 04:15:00,2020-01-27 04:30:00,310,417,31,740,88,0.3,5.07,50.8,302.9,
