start,end,pm2.5,pm10,temp,bp,rh,ws,co,o3,nox,so2
2020-01-01 00:00:00,2020-01-01 00:15:00,961,,35,740,89,0.6,7.8,,354.8,1.9
2020-01-01 00:15:00,2020-01-01 00:30:00,961,,34.5,740,87,0.8,4.99,,252.8,
2020-01-01 00:30:00,2020-01-01 00:45:00,,,34,740,86,0.9,3.19,,192,
2020-01-01 00:45:00,2020-01-01 01:00:00,565,718,34,740,85,1,1.47,,124.7,
2020-01-01 01:00:00,2020-01-01 01:15:00,565,718,34,740,85,0.7,1.05,,117.9,
2020-01-01 01:15:00,2020-01-01 01:30:00,565,,33,740,84,1.2,0.54,,106.5,
2020-01-01 01:30:00,2020-01-01 01:45:00,565,718,32,740,85,0.6,0.48,,90,
2020-01-01 01:45:00,2020-01-01 02:00:00,334,449,34,740,86,0.4,,,87.6,
2020-01-01 02:00:00,2020-01-01 02:15:00,334,449,35,740,88,0.4,2.32,,90.6,
2020-01-01 02:15:00,2020-01-01 02:30:00,334,449,33,740,89,0.5,2.7,,91.3,
2020-01-01 02:30:00,2020-01-01 02:45:00,334,449,32,740,88,0.6,3.11,,124.7,
2020-01-01 02:45:00,2020-01-01 03:00:00,349,458,31.5,740,85,0.8,2.71,,113.2,3
2020-01-01 03:00:00,2020-01-01 03:15:00,349,458,31,740,86,0.3,2.7,,103.2,3
2020-01-01 03:15:00,2020-01-01 03:30:00,349,458,31,740,89,0.3,2.73,,105,2.5
2020-01-01 03:30:00,2020-01-01 03:45:00,349,458,31,740,91,0.3,2.62,,103.2,2.2
2020-01-01 03:45:00,2020-01-01 04:00:00,363,439,31,740,92,0.3,,,102.7,1.9
2020-01-01 04:00:00,2020-01-01 04:15:00,363,439,31,740,91,0.5,2.75,,102.1,2.1
2020-01-01 04:15:00,2020-01-01 04:30:00,363,439,30,740,89,0.3,3.02,,114.3,
2020-01-01 04:30:00,2020-01-01 04:45:00,363,439,31,740,90,0.3,2.86,,112.7,2.3
2020-01-01 04:45:00,2020-01-01 05:00:00,351,447,31,740,92,0.5,2.81,,113.2,3.4
2020-01-01 05:00:00,2020-01-01 05:15:00,351,447,31,740,92,0.4,2.73,,112.2,4
2020-01-01 05:15:00,2020-01-01 05:30:00,351,447,31,740,91,0.4,2.67,,114.2,3.7
2020-01-01 05:30:00,2020-01-01 05:45:00,351,447,30,740,93,0.4,2.56,,112,3.9
2020-01-01 05:45:00,2020-01-01 06:00:00,337,412,31,740,92,0.3,,,105,3.7
2020-01-01 06:00:00,2020-01-01 06:15:00,337,412,30,740,92,0.4,2.59,,100.6,3.5
2020-01-01 06:15:00,2020-01-01 06:30:00,337,412,30,740,90,0.3,2.74,,100.5,
2020-01-01 06:30:00,2020-01-01 06:45:00,337,412,31,740,89,0.4,2.67,,101.7,3.8
2020-01-01 06:45:00,2020-01-01 07:00:00,330,425,32,740,87,0.6,2.54,,98.3,4.3
2020-01-01 07:00:00,2020-01-01 07:15:00,330,425,33,740,88,0.5,,,,
2020-01-01 07:15:00,2020-01-01 07:30:00,330,425,35,740,88,0.6,,,,
2020-01-01 07:30:00,2020-01-01 07:45:00,330,425,35,740,87,0.6,,,,
2020-01-01 07:45:00,2020-01-01 08:00:00,431,559,33,741,85,0.8,,,143.2,199.5
2020-01-01 08:00:00,2020-01-01 08:15:00,431,559,34,741,82,0.6,2.84,,128.6,5.6
2020-01-01 08:15:00,2020-01-01 08:30:00,431,559,33,741,82,0.9,2.89,,124.9,
2020-01-01 08:30:00,2020-01-01 08:45:00,431,559,33.5,741,79,1,2.89,,123.7,6.2
2020-01-01 08:45:00,2020-01-01 09:00:00,443,621,33,741,75,1,2.82,,143,7.2
2020-01-01 09:00:00,2020-01-01 09:15:00,443,621,33,741,68,1.3,2.55,0.86,148.6,8
2020-01-01 09:15:00,2020-01-01 09:30:00,443,621,32,742,65,1,2.43,1.47,144.2,9.4
2020-01-01 09:30:00,2020-01-01 09:45:00,443,621,32,742,63,1.7,2.08,1.63,135.8,9.9
2020-01-01 09:45:00,2020-01-01 10:00:00,382,504,32,742,62,1.7,,4.49,95.4,10.2
2020-01-01 10:00:00,2020-01-01 10:15:00,382,504,31.5,742,60,1.7,1.8,9,68.1,13.3
2020-01-01 10:15:00,2020-01-01 10:30:00,382,504,31,742,57,1.4,1.68,12.72,65,
2020-01-01 10:30:00,2020-01-01 10:45:00,382,504,32,742,56,1.7,1.76,14.88,65.1,18.6
2020-01-01 10:45:00,2020-01-01 11:00:00,300,438,31,742,54,2.1,1.55,18.31,66.5,25.9
2020-01-01 11:00:00,2020-01-01 11:15:00,300,438,30,742,54,2.1,1.18,25.42,51.6,24.2
2020-01-01 11:15:00,2020-01-01 11:30:00,300,438,30,742,54,2.4,0.92,30.83,37.3,21.7
2020-01-01 11:30:00,2020-01-01 11:45:00,300,438,30,742,54,2.3,0.85,35.26,30.2,22.1
2020-01-01 11:45:00,2020-01-01 12:00:00,183,256,30,742,53,2.3,,36.44,28.8,24.4
2020-01-01 12:00:00,2020-01-01 12:15:00,183,256,30,742,53,2.5,0.94,38.67,28.3,22.5
2020-01-01 12:15:00,2020-01-01 12:30:00,183,256,30,742,53,2.6,0.89,42.63,26.7,
2020-01-01 12:30:00,2020-01-01 12:45:00,183,256,30,742,52,2.4,0.9,46.35,25,21.6
2020-01-01 12:45:00,2020-01-01 13:00:00,142,213,30,742,52,2.3,0.94,46.02,25.4,23.1
2020-01-01 13:00:00,2020-01-01 13:15:00,142,213,30,742,51,2.3,0.85,47.16,26.1,22.9
2020-01-01 13:15:00,2020-01-01 13:30:00,142,213,30,742,51,1.8,0.86,48.39,26.6,24.5
2020-01-01 13:30:00,2020-01-01 13:45:00,142,213,30,742,50,2.2,0.79,46.41,28.1,28.7
2020-01-01 13:45:00,2020-01-01 14:00:00,123,202,30,742,51,2.4,,46.71,30,33.2
2020-01-01 14:00:00,2020-01-01 14:15:00,123,202,30,742,52,2.1,0.82,39.18,35.5,45.6
2020-01-01 14:15:00,2020-01-01 14:30:00,123,202,29.5,742,51,2,0.97,32.1,46.5,
2020-01-01 14:30:00,2020-01-01 14:45:00,123,202,30,742,51,2.2,0.84,46.47,36.2,47.1
2020-01-01 14:45:00,2020-01-01 15:00:00,129,201,31,742,51,1.9,0.85,47.33,33.9,43
2020-01-01 15:00:00,2020-01-01 15:15:00,129,201,30,742,51,1.8,0.84,48.78,33.9,37.8
2020-01-01 15:15:00,2020-01-01 15:30:00,129,201,31,742,49,1.7,0.82,55.19,32.4,28.9
2020-01-01 15:30:00,2020-01-01 15:45:00,129,201,31,742,48,2.1,0.73,65.76,27.7,20.4
2020-01-01 15:45:00,2020-01-01 16:00:00,105,175,31,742,47,1.8,,65.09,25.9,16.8
2020-01-01 16:00:00,2020-01-01 16:15:00,105,175,31,742,47,1.8,0.72,70.85,24.4,15.1
2020-01-01 16:15:00,2020-01-01 16:30:00,105,175,31,742,48,1.5,0.82,67.89,24,
2020-01-01 16:30:00,2020-01-01 16:45:00,105,175,31,742,49,1,0.86,61.74,27.2,13.5
2020-01-01 16:45:00,2020-01-01 17:00:00,85,146,31,742,50,1,1.01,52.19,32.4,12.7
2020-01-01 17:00:00,2020-01-01 17:15:00,85,146,32,742,51,0.7,1.1,44.53,36.8,11.9
2020-01-01 17:15:00,2020-01-01 17:30:00,85,146,32,742,54,0.3,1.25,25.93,45.6,11.4
2020-01-01 17:30:00,2020-01-01 17:45:00,85,146,32,741,62,0.3,1.56,15.44,54.2,9.9
2020-01-01 17:45:00,2020-01-01 18:00:00,119,217,32,741,67,0.4,,3.55,113.1,9.1
2020-01-01 18:00:00,2020-01-01 18:15:00,119,217,32,741,73,0.3,4.28,2.2,210.7,9.2
2020-01-01 18:15:00,2020-01-01 18:30:00,119,217,32.5,741,77,0.3,6.69,4.19,369.3,
2020-01-01 18:30:00,2020-01-01 18:45:00,119,217,33,741,78,0.3,7.19,4.33,402.7,10.4
2020-01-01 18:45:00,2020-01-01 19:00:00,287,520,32,741,80,0.3,8.79,4.08,470.5,10.1
2020-01-01 19:00:00,2020-01-01 19:15:00,287,520,31,741,82,0.3,0.01,4.41,,11.3
2020-01-01 19:15:00,2020-01-01 19:30:00,287,520,31,741,84,0.3,0.01,5.39,,13.2
2020-01-01 19:30:00,2020-01-01 19:45:00,287,520,31,741,85,0.3,0.02,,,15.5
2020-01-01 19:45:00,2020-01-01 20:00:00,606,896,31,741,87,0.3,,,,16.8
2020-01-01 20:00:00,2020-01-01 20:15:00,606,896,31,741,87,0.3,0.02,,,17.6
2020-01-01 20:15:00,2020-01-01 20:30:00,606,896,30,741,85,0.3,0.02,,,
2020-01-01 20:30:00,2020-01-01 20:45:00,606,896,30,741,87,0.3,0.02,,,15.4
2020-01-01 20:45:00,2020-01-01 21:00:00,868,,30,741,86,0.3,0.02,,,11.2
2020-01-01 21:00:00,2020-01-01 21:15:00,868,,30,741,86,0.3,0.02,,,11
2020-01-01 21:15:00,2020-01-01 21:30:00,868,,30,741,87,0.3,0.02,,,11.2
2020-01-01 21:30:00,2020-01-01 21:45:00,868,,30.5,741,89,0.3,0.02,,,11.2
2020-01-01 21:45:00,2020-01-01 22:00:00,983,,30,741,90,0.3,,,,11
2020-01-01 22:00:00,2020-01-01 22:15:00,983,,30,741,89,0.3,0.01,,,10.1
2020-01-01 22:15:00,2020-01-01 22:30:00,983,,30,741,89,0.3,0.01,,,
2020-01-01 22:30:00,2020-01-01 22:45:00,983,,30.5,741,88,0.4,0.01,,,9
2020-01-01 22:45:00,2020-01-01 23:00:00,974,,32,741,89,0.3,0.01,,,8.6
2020-01-01 23:00:00,2020-01-01 23:15:00,974,,33,741,91,0.4,0.01,,,8.1
2020-01-01 23:15:00,2020-01-01 23:30:00,974,,34,741,90,0.4,0.01,,,7.2
2020-01-01 23:30:00,2020-01-01 23:45:00,974,,34,741,86,0.5,8.06,,465.4,6
2020-01-01 23:45:00,2020-01-02 00:00:00,726,919,32,741,86,0.3,,,412.9,4.4
2020-01-02 00:00:00,2020-01-02 00:15:00,726,919,32,741,87,0.3,7.35,,386.3,3.2
2020-01-02 00:15:00,2020-01-02 00:30:00,726,919,34,741,88,0.3,7.27,,348.3,
2020-01-02 00:30:00,2020-01-02 00:45:00,726,919,32,741,89,0.3,5.82,,306.9,2
2020-01-02 00:45:00,2020-01-02 01:00:00,508,625,32.5,741,90,0.3,4.53,,262.6,1.9
2020-01-02 01:00:00,2020-01-02 01:15:00,,,33,741,89,0.4,4.6,,230.5,0.9
2020-01-02 01:15:00,2020-01-02 01:30:00,508,625,33,741,90,0.4,4.27,,224.8,0.5
2020-01-02 01:30:00,2020-01-02 01:45:00,508,625,33,741,90,0.4,3.89,,214.8,0.2
2020-01-02 01:45:00,2020-01-02 02:00:00,414,488,33,741,91,0.4,,,203.8,
2020-01-02 02:00:00,2020-01-02 02:15:00,414,488,33,741,91,0.4,3.95,,192.6,
2020-01-02 02:15:00,2020-01-02 02:30:00,414,488,32,741,91,0.3,3.84,,183.8,
2020-01-02 02:30:00,2020-01-02 02:45:00,414,488,33.5,741,91,0.3,3.6,,175.7,0.3
2020-01-02 02:45:00,2020-01-02 03:00:00,340,394,33,741,91,0.4,3.31,,163.7,3
2020-01-02 03:00:00,2020-01-02 03:15:00,340,394,32,741,92,0.4,3.23,,166.6,4.1
2020-01-02 03:15:00,2020-01-02 03:30:00,,394,31,741,91,0.3,3.06,,160.2,4.2
2020-01-02 03:30:00,2020-01-02 03:45:00,340,394,31,741,91,0.3,2.91,,153.6,4.2
2020-01-02 03:45:00,2020-01-02 04:00:00,,,31,741,91,0.3,,,152.7,4.3
2020-01-02 04:00:00,2020-01-02 04:15:00,340,403,30.5,741,92,0.3,3.11,,152.9,4.2
2020-01-02 04:15:00,2020-01-02 04:30:00,,,30,741,93,0.3,3.08,,156.6,
2020-01-02 04:30:00,2020-01-02 04:45:00,340,403,30,741,94,0.4,2.93,,154.2,4.8
2020-01-02 04:45:00,2020-01-02 05:00:00,328,379,30,741,93,0.4,2.69,,146.9,5.9
2020-01-02 05:00:00,2020-01-02 05:15:00,328,379,30,741,89,0.7,2.51,,143.9,5.8
2020-01-02 05:15:00,2020-01-02 05:30:00,328,379,30,741,84,0.8,1.97,,134.7,4.9
2020-01-02 05:30:00,2020-01-02 05:45:00,328,379,30,741,83,0.8,1.68,,121.3,5
2020-01-02 05:45:00,2020-01-02 06:00:00,319,394,30,741,83,0.6,,,99.1,5.1
2020-01-02 06:00:00,2020-01-02 06:15:00,319,394,30,741,83,0.6,1.74,,90.8,5.1
2020-01-02 06:15:00,2020-01-02 06:30:00,319,394,30,741,86,0.4,1.8,,87.7,
2020-01-02 06:30:00,2020-01-02 06:45:00,319,394,30,741,86,0.4,1.71,,82.6,5.1
2020-01-02 06:45:00,2020-01-02 07:00:00,278,338,31,741,88,0.3,2.19,,93,4.9
2020-01-02 07:00:00,2020-01-02 07:15:00,278,338,32,741,89,0.3,,,,
2020-01-02 07:15:00,2020-01-02 07:30:00,278,338,34,741,90,0.3,,,,
2020-01-02 07:30:00,2020-01-02 07:45:00,278,338,35,741,90,0.3,,,,
2020-01-02 07:45:00,2020-01-02 08:00:00,286,364,33,741,88,0.4,,,136.6,
2020-01-02 08:00:00,2020-01-02 08:15:00,286,364,33.5,741,86,0.6,3.1,,191.9,8.9
2020-01-02 08:15:00,2020-01-02 08:30:00,286,364,33,741,81,0.6,3.53,,183.3,
2020-01-02 08:30:00,2020-01-02 08:45:00,286,364,33,741,78,0.8,3.55,,179.7,11.6
2020-01-02 08:45:00,2020-01-02 09:00:00,450,605,33,742,75,0.9,3.57,,200.6,23.2
2020-01-02 09:00:00,2020-01-02 09:15:00,450,605,32,742,73,1.1,3.61,,198.4,31.4
2020-01-02 09:15:00,2020-01-02 09:30:00,450,605,32,742,70,1.4,3.26,3.1,184.6,38.7
2020-01-02 09:30:00,2020-01-02 09:45:00,450,605,31,742,69,1.8,3.06,1.31,156.3,31.5
2020-01-02 09:45:00,2020-01-02 10:00:00,390,561,31,742,67,1.6,,1.69,120.4,25.2
2020-01-02 10:00:00,2020-01-02 10:15:00,390,561,31,742,67,2.3,1.92,6.96,86.1,24.6
2020-01-02 10:15:00,2020-01-02 10:30:00,390,,31,742,66,1.7,2.02,7.74,83.6,
2020-01-02 10:30:00,2020-01-02 10:45:00,390,561,31,742,62,1.7,1.6,11.37,78.8,23.4
2020-01-02 10:45:00,2020-01-02 11:00:00,271,387,31,742,60,1.6,1.52,12.64,72,24.4
2020-01-02 11:00:00,2020-01-02 11:15:00,271,387,30,742,58,1.9,1.41,19.74,67.6,25.4
2020-01-02 11:15:00,2020-01-02 11:30:00,271,387,30,742,54,1.7,1.1,21.89,57.7,25.8
2020-01-02 11:30:00,2020-01-02 11:45:00,271,387,29,743,53,1.9,0.88,26.6,38.6,25.8
2020-01-02 11:45:00,2020-01-02 12:00:00,167,287,29,743,52,1.8,,29.46,37.5,26.9
2020-01-02 12:00:00,2020-01-02 12:15:00,167,287,29,742,51,2,1.04,32.24,38.8,27.6
2020-01-02 12:15:00,2020-01-02 12:30:00,167,287,29,742,50,1.5,1.01,36.04,39.1,
2020-01-02 12:30:00,2020-01-02 12:45:00,167,287,29,742,49,1.5,0.97,40.22,35.9,31.5
2020-01-02 12:45:00,2020-01-02 13:00:00,149,245,29,742,44,1.2,0.68,41.81,29.4,28.2
2020-01-02 13:00:00,2020-01-02 13:15:00,149,245,29,742,44,2,0.58,43.92,25.9,28.4
2020-01-02 13:15:00,2020-01-02 13:30:00,149,245,29,742,45,1.1,0.58,40.85,25,29.1
2020-01-02 13:30:00,2020-01-02 13:45:00,149,245,29,742,45,1.2,0.64,41.87,28.7,36
2020-01-02 13:45:00,2020-01-02 14:00:00,81,156,29,742,45,1.5,,44.49,30,36.2
2020-01-02 14:00:00,2020-01-02 14:15:00,81,156,29,742,44,1.8,0.64,47.69,28.4,29.6
2020-01-02 14:15:00,2020-01-02 14:30:00,81,156,29,742,44,1.8,0.58,54.96,24.2,
2020-01-02 14:30:00,2020-01-02 14:45:00,81,156,29,742,45,1.8,0.61,55.9,22.1,24.4
2020-01-02 14:45:00,2020-01-02 15:00:00,78,144,30,742,46,1.5,0.64,51.06,23.9,36
2020-01-02 15:00:00,2020-01-02 15:15:00,78,144,30.5,742,46,1.8,0.68,47.77,27,39.4
2020-01-02 15:15:00,2020-01-02 15:30:00,78,144,30,742,46,1,0.52,50.94,26.7,42.1
2020-01-02 15:30:00,2020-01-02 15:45:00,78,144,30,742,47,1.7,0.65,36.63,31.2,54.3
2020-01-02 15:45:00,2020-01-02 16:00:00,79,136,31,742,47,1,,32.93,42.1,66.8
2020-01-02 16:00:00,2020-01-02 16:15:00,79,136,31,742,48,0.9,0.66,33.54,45,67.4
2020-01-02 16:15:00,2020-01-02 16:30:00,79,136,30.5,742,49,0.6,0.74,26.3,49.2,
2020-01-02 16:30:00,2020-01-02 16:45:00,79,136,31,742,50,0.6,1.04,12.66,64.6,54.3
2020-01-02 16:45:00,2020-01-02 17:00:00,92,182,31.5,742,52,0.7,1.91,9.06,88.2,35.6
2020-01-02 17:00:00,2020-01-02 17:15:00,92,182,30,742,53,0.6,2.44,4.68,108.5,26.3
2020-01-02 17:15:00,2020-01-02 17:30:00,92,182,31,742,57,0.5,2.14,1.84,87.6,18.7
2020-01-02 17:30:00,2020-01-02 17:45:00,92,182,31,742,64,0.3,2.23,3.9,83.2,14.3
2020-01-02 17:45:00,2020-01-02 18:00:00,140,454,31,741,70,0.3,,5.19,95.5,12.7
2020-01-02 18:00:00,2020-01-02 18:15:00,140,454,31.5,741,75,0.3,4.34,5.39,223,12.4
2020-01-02 18:15:00,2020-01-02 18:30:00,140,454,32,741,77,0.3,4.81,6.49,237.8,
2020-01-02 18:30:00,2020-01-02 18:45:00,140,454,33,741,78,0.3,6.7,4.12,327.3,12.1
2020-01-02 18:45:00,2020-01-02 19:00:00,,484,33,741,78,0.3,8.21,6.08,386.6,11
2020-01-02 19:00:00,2020-01-02 19:15:00,,484,32,741,78,0.3,0.01,6.74,496.2,11.4
2020-01-02 19:15:00,2020-01-02 19:30:00,,484,30.5,741,79,0.3,0.01,6.43,,13.3
2020-01-02 19:30:00,2020-01-02 19:45:00,,484,30,741,80,0.3,0.01,6.29,,15
2020-01-02 19:45:00,2020-01-02 20:00:00,,763,30,741,81,0.3,,5.74,,14.5
2020-01-02 20:00:00,2020-01-02 20:15:00,,763,30,741,81,0.3,0.01,6.25,,14.7
2020-01-02 20:15:00,2020-01-02 20:30:00,,763,29.5,741,81,0.3,0.01,6.64,,
2020-01-02 20:30:00,2020-01-02 20:45:00,,763,29,741,81,0.4,0.02,7.47,,14.3
2020-01-02 20:45:00,2020-01-02 21:00:00,,952,29.5,741,76,0.3,0.01,7.35,,11
2020-01-02 21:00:00,2020-01-02 21:15:00,,952,30,741,77,0.3,0.01,6.17,,7.7
2020-01-02 21:15:00,2020-01-02 21:30:00,,952,30,741,79,0.4,8.2,4.16,480.4,5.1
2020-01-02 21:30:00,2020-01-02 21:45:00,,952,30,741,78,0.3,9.51,5.41,,5.3
2020-01-02 21:45:00,2020-01-02 22:00:00,,936,30,741,80,0.3,,5.57,,5.6
2020-01-02 22:00:00,2020-01-02 22:15:00,,936,30,741,78,0.4,9.01,,500,5.5
2020-01-02 22:15:00,2020-01-02 22:30:00,,936,30,741,75,0.4,6.88,,372.2,
2020-01-02 22:30:00,2020-01-02 22:45:00,,936,30,741,74,0.3,5.42,,290.6,4.6
2020-01-02 22:45:00,2020-01-02 23:00:00,,777,30,741,74,0.6,4.03,,256.7,5.5
2020-01-02 23:00:00,2020-01-02 23:15:00,,777,32,741,75,0.4,4.31,,252.6,5.3
2020-01-02 23:15:00,2020-01-02 23:30:00,,777,33,741,79,0.3,3.54,,210.1,5.1
2020-01-02 23:30:00,2020-01-02 23:45:00,,777,34,741,82,0.3,3.49,,189.1,4.8
2020-01-02 23:45:00,2020-01-03 00:00:00,,541,32,741,85,0.3,,,241.1,5
2020-01-03 00:00:00,2020-01-03 00:15:00,,541,32,741,86,0.5,5.62,,261.9,5.3
2020-01-03 00:15:00,2020-01-03 00:30:00,,541,33,741,85,0.4,5.15,,222.3,
2020-01-03 00:30:00,2020-01-03 00:45:00,,541,32,741,81,0.6,4.37,,200,5
2020-01-03 00:45:00,2020-01-03 01:00:00,,492,32,741,80,0.4,3.63,,177.6,4.8
2020-01-03 01:00:00,2020-01-03 01:15:00,,492,32,741,81,0.3,3.14,,158.2,4.7
2020-01-03 01:15:00,2020-01-03 01:30:00,,492,32,741,81,0.4,3.03,,154.9,4.2
2020-01-03 01:30:00,2020-01-03 01:45:00,,492,32.5,741,79,0.6,2.7,,154.2,4.5
2020-01-03 01:45:00,2020-01-03 02:00:00,,385,32.5,741,79,0.4,,,142.4,4.4
2020-01-03 02:00:00,2020-01-03 02:15:00,,385,32,741,82,0.3,2.45,,120.9,5
2020-01-03 02:15:00,2020-01-03 02:30:00,,385,32,741,86,0.3,2.61,,132.4,
2020-01-03 02:30:00,2020-01-03 02:45:00,,385,32.5,741,88,0.3,2.5,,130.6,5.2
2020-01-03 02:45:00,2020-01-03 03:00:00,,377,33,741,88,0.3,2.39,4.88,124,6.4
2020-01-03 03:00:00,2020-01-03 03:15:00,,377,32,741,88,0.4,2.28,6.25,120.1,5.6
2020-01-03 03:15:00,2020-01-03 03:30:00,,377,31,741,88,0.4,2.37,6.27,117.8,5.3
2020-01-03 03:30:00,2020-01-03 03:45:00,,377,30,741,88,0.3,2.35,8.88,116.2,5.5
2020-01-03 03:45:00,2020-01-03 04:00:00,,348,30,741,89,0.5,,23.77,115.6,5.6
2020-01-03 04:00:00,2020-01-03 04:15:00,,348,30,741,89,0.3,2.34,50.9,115.1,4.9
2020-01-03 04:15:00,2020-01-03 04:30:00,,348,30,741,90,0.4,2.52,44.61,115.3,
2020-01-03 04:30:00,2020-01-03 04:45:00,,348,30,741,90,0.3,2.46,39.63,117.8,4.7
2020-01-03 04:45:00,2020-01-03 05:00:00,,348,30,741,92,0.3,2.47,38.2,120.6,5.4
2020-01-03 05:00:00,2020-01-03 05:15:00,,348,30,741,93,0.3,2.45,29.89,123.7,6.1
2020-01-03 05:15:00,2020-01-03 05:30:00,,348,30,741,92,0.8,2.43,21.83,134.6,6.4
2020-01-03 05:30:00,2020-01-03 05:45:00,,348,30,741,86,1.2,2.19,9.84,136.9,7.1
2020-01-03 05:45:00,2020-01-03 06:00:00,,356,30,741,86,0.6,,2.9,126.1,7.2
2020-01-03 06:00:00,2020-01-03 06:15:00,,356,30,741,87,0.3,1.73,1.78,107.2,6.4
2020-01-03 06:15:00,2020-01-03 06:30:00,,356,30,741,89,0.3,1.76,2.51,100.8,
2020-01-03 06:30:00,2020-01-03 06:45:00,,356,30,741,91,0.3,1.8,2.16,99.9,6.2
2020-01-03 06:45:00,2020-01-03 07:00:00,,317,30,741,92,0.3,1.98,2.23,107.8,6.2
2020-01-03 07:00:00,2020-01-03 07:15:00,,317,32,741,93,0.3,,8.35,,
2020-01-03 07:15:00,2020-01-03 07:30:00,,317,33,741,93,0.3,,22.56,,
2020-01-03 07:30:00,2020-01-03 07:45:00,,317,34,741,93,0.4,,35.91,,
2020-01-03 07:45:00,2020-01-03 08:00:00,,376,32.5,741,93,0.4,,44.57,196.3,
2020-01-03 08:00:00,2020-01-03 08:15:00,,376,33,741,88,0.7,3.71,,251,9.4
2020-01-03 08:15:00,2020-01-03 08:30:00,,376,33,741,80,0.6,3.06,,183,
2020-01-03 08:30:00,2020-01-03 08:45:00,,376,33,741,78,0.6,2.69,,158.8,132.8
2020-01-03 08:45:00,2020-01-03 09:00:00,,490,33,742,73,0.6,2.62,,142.6,99.7
2020-01-03 09:00:00,2020-01-03 09:15:00,,490,32,742,68,0.5,2.68,2.1,144.6,69.7
2020-01-03 09:15:00,2020-01-03 09:30:00,,490,31,742,66,1.2,2.12,1.2,114.1,62.7
2020-01-03 09:30:00,2020-01-03 09:45:00,,490,31,742,62,0.7,2.08,4.19,97.7,53
2020-01-03 09:45:00,2020-01-03 10:00:00,,409,30.5,742,57,1,,6.27,90.8,59.8
2020-01-03 10:00:00,2020-01-03 10:15:00,,409,30,742,56,2.2,1.4,7.74,84.5,60.1
2020-01-03 10:15:00,2020-01-03 10:30:00,,409,30,742,55,2.5,0.85,8.82,74.6,
2020-01-03 10:30:00,2020-01-03 10:45:00,,409,30,742,54,2.3,0.4,3.72,90.2,111.3
2020-01-03 10:45:00,2020-01-03 11:00:00,,195,31,742,54,2.4,0.45,7.13,61.8,98
2020-01-03 11:00:00,2020-01-03 11:15:00,,195,30.5,742,53,2,0.44,15.29,37.6,60.5
2020-01-03 11:15:00,2020-01-03 11:30:00,,195,29.5,742,51,2,0.35,19.58,29.4,43.2
2020-01-03 11:30:00,2020-01-03 11:45:00,,195,29,742,51,2.1,0.29,21.93,23.9,35.6
2020-01-03 11:45:00,2020-01-03 12:00:00,,127,29,742,52,2.3,,24.7,21.6,29.1
2020-01-03 12:00:00,2020-01-03 12:15:00,,127,29,742,51,2,0.57,25.77,21.1,24.7
2020-01-03 12:15:00,2020-01-03 12:30:00,,127,29,742,52,1.6,0.58,28.48,20.1,
2020-01-03 12:30:00,2020-01-03 12:45:00,,127,29,742,50,1.4,0.63,30.65,19.8,24.1
2020-01-03 12:45:00,2020-01-03 13:00:00,,130,29,,49,1.8,0.55,32.79,17.3,19.1
2020-01-03 13:00:00,2020-01-03 13:15:00,,130,29,,47,,0.47,32.93,15.5,17.3
2020-01-03 13:15:00,2020-01-03 13:30:00,,130,29,742,47,1.5,0.46,32.16,16.4,18.4
2020-01-03 13:30:00,2020-01-03 13:45:00,,130,29,742,46,1.7,0.41,34.99,15.1,16.5
2020-01-03 13:45:00,2020-01-03 14:00:00,21,62,29,742,45,1.8,,36.65,14.6,15.7
2020-01-03 14:00:00,2020-01-03 14:15:00,21,62,29,742,46,1.9,0.45,35.99,15.3,15.6
2020-01-03 14:15:00,2020-01-03 14:30:00,21,62,29,742,46,1.6,0.46,38.2,16.9,
2020-01-03 14:30:00,2020-01-03 14:45:00,21,62,29,742,46,1.7,0.48,39.04,18.4,21.8
2020-01-03 14:45:00,2020-01-03 15:00:00,32,74,29,742,46,1.5,0.48,37.32,19.3,25
2020-01-03 15:00:00,2020-01-03 15:15:00,32,74,30,742,47,1.4,0.47,38.91,18.5,22.5
2020-01-03 15:15:00,2020-01-03 15:30:00,32,74,30,742,47,1.7,0.41,34.5,21.5,27.1
2020-01-03 15:30:00,2020-01-03 15:45:00,32,74,30,742,47,1.3,0.41,33.69,23.8,29.7
2020-01-03 15:45:00,2020-01-03 16:00:00,30,85,31,742,48,1.7,,29.36,27.1,31.3
2020-01-03 16:00:00,2020-01-03 16:15:00,30,85,31,742,49,1.1,0.53,30.16,29.1,31.8
2020-01-03 16:15:00,2020-01-03 16:30:00,30,85,31,742,50,1,0.55,31.14,28.4,
2020-01-03 16:30:00,2020-01-03 16:45:00,30,85,31,742,51,1.2,0.66,24.87,30.7,30
2020-01-03 16:45:00,2020-01-03 17:00:00,36,101,31,742,52,0.8,0.69,22.21,35.7,27.6
2020-01-03 17:00:00,2020-01-03 17:15:00,36,101,31,741,52,0.8,0.76,23.74,35.5,24.1
2020-01-03 17:15:00,2020-01-03 17:30:00,36,101,31,741,54,0.8,0.94,12.84,46.6,23.8
2020-01-03 17:30:00,2020-01-03 17:45:00,36,101,32,741,57,0.5,1.12,6.57,57.2,21.5
2020-01-03 17:45:00,2020-01-03 18:00:00,57,158,32,741,64,0.5,,3.31,88.9,16.8
2020-01-03 18:00:00,2020-01-03 18:15:00,57,158,32,741,65,0.3,2.23,2.16,114.6,14.9
