start,end,pm2.5,pm10,temp,bp,rh,ws,co,o3,nox,so2,date
2020-01-19 13:15:00,2020-01-19 13:30:00,157.0,227.0,30.0,741.0,61.0,2.5,1.15,61.62,29.2,11.8,19/1
2020-01-19 13:30:00,2020-01-19 13:45:00,157.0,227.0,30.0,742.0,59.0,2.1,1.1,63.66,27.5,11.6,19/1
2020-01-19 13:45:00,2020-01-19 14:00:00,144.0,228.0,29.5,742.0,59.0,2.4,,63.31,27.9,12.9,19/1
2020-01-19 14:00:00,2020-01-19 14:15:00,144.0,228.0,29.0,742.0,59.0,2.2,0.97,60.6,29.1,9.6,19/1
2020-01-19 14:15:00,2020-01-19 14:30:00,144.0,228.0,29.0,742.0,59.0,2.1,0.94,61.45,28.3,,19/1
2020-01-19 14:30:00,2020-01-19 14:45:00,144.0,228.0,29.0,742.0,59.0,2.6,0.88,63.64,26.4,8.4,19/1
2020-01-19 14:45:00,2020-01-19 15:00:00,127.0,210.0,29.0,741.0,60.0,2.3,0.89,64.15,24.3,11.6,19/1
2020-01-19 15:00:00,2020-01-19 15:15:00,127.0,210.0,29.0,741.0,60.0,2.7,0.9,59.64,25.9,13.8,19/1
2020-01-19 15:15:00,2020-01-19 15:30:00,127.0,210.0,29.0,741.0,62.0,2.8,0.89,60.11,26.5,12.8,19/1
2020-01-19 15:30:00,2020-01-19 15:45:00,127.0,210.0,29.0,741.0,63.0,2.4,0.96,55.23,27.3,12.3,19/1
2020-01-19 15:45:00,2020-01-19 16:00:00,141.0,223.0,29.0,741.0,65.0,2.5,,53.19,27.6,14.1,19/1
2020-01-19 16:00:00,2020-01-19 16:15:00,141.0,223.0,29.0,741.0,65.0,2.5,0.93,52.61,28.3,15.7,19/1
2020-01-19 16:15:00,2020-01-19 16:30:00,141.0,223.0,29.0,741.0,66.0,2.2,0.95,51.08,28.4,,19/1
2020-01-19 16:30:00,2020-01-19 16:45:00,141.0,223.0,29.0,741.0,68.0,2.3,0.96,40.81,29.3,9.7,19/1
2020-01-19 16:45:00,2020-01-19 17:00:00,138.0,223.0,29.0,741.0,70.0,2.1,1.02,36.2,30.6,9.1,19/1
2020-01-19 17:00:00,2020-01-19 17:15:00,138.0,223.0,29.5,741.0,71.0,2.3,1.01,30.71,31.9,8.6,19/1
2020-01-19 17:15:00,2020-01-19 17:30:00,138.0,223.0,31.0,741.0,73.0,1.5,1.15,22.97,34.0,7.9,19/1
2020-01-19 17:30:00,2020-01-19 17:45:00,138.0,223.0,32.0,741.0,75.0,1.6,1.26,13.56,44.1,8.0,19/1
2020-01-19 17:45:00,2020-01-19 18:00:00,146.0,245.0,31.0,741.0,75.0,1.3,,14.64,45.5,8.1,19/1
2020-01-19 18:00:00,2020-01-19 18:15:00,146.0,245.0,32.0,741.0,78.0,1.3,1.34,11.0,45.3,7.9,19/1
2020-01-19 18:15:00,2020-01-19 18:30:00,146.0,245.0,32.0,741.0,78.0,1.8,1.34,10.49,44.9,,19/1
2020-01-19 18:30:00,2020-01-19 18:45:00,146.0,245.0,31.5,741.0,79.0,1.7,1.4,9.29,47.0,6.6,19/1
2020-01-19 18:45:00,2020-01-19 19:00:00,164.0,248.0,32.0,741.0,80.0,1.7,1.51,7.78,50.3,5.1,19/1
2020-01-19 19:00:00,2020-01-19 19:15:00,164.0,248.0,32.0,741.0,81.0,1.5,1.55,8.0,50.8,4.7,19/1
2020-01-19 19:15:00,2020-01-19 19:30:00,164.0,248.0,32.0,741.0,82.0,1.6,1.65,6.33,50.6,4.2,19/1
2020-01-19 19:30:00,2020-01-19 19:45:00,164.0,248.0,32.0,741.0,83.0,1.8,1.74,5.82,55.1,3.9,19/1
2020-01-19 19:45:00,2020-01-19 20:00:00,186.0,260.0,32.0,741.0,84.0,1.3,,6.29,57.6,3.1,19/1
2020-01-19 20:00:00,2020-01-19 20:15:00,186.0,260.0,32.0,741.0,84.0,1.2,1.71,6.43,62.9,3.4,19/1
2020-01-19 20:15:00,2020-01-19 20:30:00,186.0,260.0,32.0,741.0,84.0,1.6,1.48,5.8,57.9,,19/1
2020-01-19 20:30:00,2020-01-19 20:45:00,186.0,260.0,32.0,741.0,84.0,1.4,1.5,6.08,49.4,3.4,19/1
2020-01-19 20:45:00,2020-01-19 21:00:00,170.0,254.0,32.0,741.0,85.0,1.3,1.65,6.74,50.9,4.0,19/1
2020-01-19 21:00:00,2020-01-19 21:15:00,170.0,254.0,32.0,741.0,86.0,1.2,1.68,6.31,61.1,4.4,19/1
2020-01-19 21:15:00,2020-01-19 21:30:00,170.0,254.0,31.0,741.0,87.0,1.1,1.79,6.47,79.9,5.2,19/1
2020-01-19 21:30:00,2020-01-19 21:45:00,170.0,254.0,30.0,741.0,88.0,1.2,2.03,7.25,82.0,5.3,19/1
2020-01-19 21:45:00,2020-01-19 22:00:00,214.0,300.0,30.0,741.0,88.0,1.9,,7.11,73.5,5.0,19/1
2020-01-19 22:00:00,2020-01-19 22:15:00,214.0,300.0,29.0,741.0,89.0,1.8,1.52,7.02,54.4,4.3,19/1
2020-01-19 22:15:00,2020-01-19 22:30:00,214.0,300.0,29.0,741.0,90.0,2.4,1.4,7.1,50.2,,19/1
2020-01-19 22:30:00,2020-01-19 22:45:00,214.0,300.0,29.0,741.0,91.0,1.9,1.15,6.98,46.8,3.8,19/1
2020-01-19 22:45:00,2020-01-19 23:00:00,178.0,245.0,29.0,741.0,93.0,1.7,1.02,7.64,39.3,5.4,19/1
2020-01-19 23:00:00,2020-01-19 23:15:00,178.0,245.0,29.0,741.0,93.0,2.1,0.92,7.84,34.5,5.5,19/1
2020-01-19 23:15:00,2020-01-19 23:30:00,178.0,245.0,29.0,741.0,93.0,1.5,0.85,9.25,31.1,5.5,19/1
2020-01-19 23:30:00,2020-01-19 23:45:00,178.0,245.0,29.0,741.0,93.0,1.8,0.87,7.92,30.4,5.7,19/1
2020-01-19 23:45:00,2020-01-20 00:00:00,154.0,219.0,29.0,741.0,93.0,1.1,,7.27,32.1,5.9,19/1
2020-01-20 00:00:00,2020-01-20 00:15:00,154.0,219.0,29.0,741.0,93.0,2.0,0.86,7.8,30.0,5.7,20/1
2020-01-20 00:15:00,2020-01-20 00:30:00,154.0,219.0,29.0,741.0,94.0,1.6,0.82,9.64,26.7,,20/1
2020-01-20 00:30:00,2020-01-20 00:45:00,154.0,219.0,29.0,741.0,94.0,1.6,0.84,9.33,26.7,5.2,20/1
2020-01-20 00:45:00,2020-01-20 01:00:00,133.0,202.0,29.0,741.0,94.0,1.7,0.8,9.53,27.2,4.2,20/1
2020-01-20 01:00:00,2020-01-20 01:15:00,133.0,202.0,29.5,741.0,95.0,2.4,0.69,15.76,25.1,3.7,20/1
2020-01-20 01:15:00,2020-01-20 01:30:00,133.0,202.0,31.0,741.0,95.0,2.1,0.66,18.48,20.9,3.5,20/1
2020-01-20 01:30:00,2020-01-20 01:45:00,133.0,202.0,33.0,741.0,95.0,2.0,0.7,18.46,19.4,3.5,20/1
2020-01-20 01:45:00,2020-01-20 02:00:00,105.0,166.0,34.0,741.0,95.0,1.4,,17.09,19.5,3.2,20/1
2020-01-20 02:00:00,2020-01-20 02:15:00,105.0,166.0,34.0,741.0,96.0,1.3,0.71,19.4,19.5,2.8,20/1
2020-01-20 02:15:00,2020-01-20 02:30:00,105.0,166.0,33.0,741.0,96.0,1.8,0.68,19.72,19.9,,20/1
2020-01-20 02:30:00,2020-01-20 02:45:00,105.0,166.0,32.0,741.0,96.0,1.5,0.65,19.74,19.1,3.4,20/1
2020-01-20 02:45:00,2020-01-20 03:00:00,98.0,156.0,32.0,741.0,96.0,1.1,0.66,18.37,19.4,3.8,20/1
2020-01-20 03:00:00,2020-01-20 03:15:00,98.0,156.0,32.0,741.0,96.0,1.4,0.69,17.4,19.9,4.5,20/1
2020-01-20 03:15:00,2020-01-20 03:30:00,98.0,156.0,32.0,741.0,96.0,1.4,0.7,20.27,19.1,4.7,20/1
2020-01-20 03:30:00,2020-01-20 03:45:00,98.0,156.0,32.0,741.0,96.0,1.2,0.69,24.26,18.5,3.9,20/1
2020-01-20 03:45:00,2020-01-20 04:00:00,99.0,158.0,32.0,741.0,96.0,1.5,,21.68,18.3,3.2,20/1
2020-01-20 04:00:00,2020-01-20 04:15:00,99.0,158.0,32.0,741.0,96.0,1.5,0.71,23.81,17.6,3.1,20/1
2020-01-20 04:15:00,2020-01-20 04:30:00,99.0,158.0,32.0,741.0,96.0,1.9,0.73,24.52,17.8,,20/1
2020-01-20 04:30:00,2020-01-20 04:45:00,99.0,158.0,32.0,741.0,96.0,2.1,0.73,23.7,17.8,3.3,20/1
2020-01-20 04:45:00,2020-01-20 05:00:00,95.0,155.0,32.0,741.0,96.0,1.4,0.74,23.66,18.4,4.0,20/1
2020-01-20 05:00:00,2020-01-20 05:15:00,95.0,155.0,32.0,741.0,96.0,1.8,0.77,24.48,18.5,4.5,20/1
2020-01-20 05:15:00,2020-01-20 05:30:00,95.0,155.0,31.5,741.0,96.0,1.7,0.81,24.97,17.4,4.8,20/1
2020-01-20 05:30:00,2020-01-20 05:45:00,95.0,155.0,31.0,741.0,95.0,1.9,0.86,24.21,16.1,4.7,20/1
2020-01-20 05:45:00,2020-01-20 06:00:00,112.0,155.0,30.0,741.0,94.0,2.2,,24.44,16.2,5.1,20/1
2020-01-20 06:00:00,2020-01-20 06:15:00,112.0,155.0,30.0,741.0,94.0,1.3,0.79,21.56,16.3,5.0,20/1
2020-01-20 06:15:00,2020-01-20 06:30:00,112.0,155.0,30.0,741.0,94.0,1.5,0.82,20.97,17.6,,20/1
2020-01-20 06:30:00,2020-01-20 06:45:00,112.0,155.0,29.5,741.0,94.0,1.3,0.82,21.29,18.0,4.4,20/1
2020-01-20 06:45:00,2020-01-20 07:00:00,120.0,166.0,29.0,741.0,93.0,1.5,0.85,18.97,18.8,3.9,20/1
2020-01-20 07:00:00,2020-01-20 07:15:00,120.0,166.0,29.0,741.0,93.0,1.3,,13.86,,,20/1
2020-01-20 07:15:00,2020-01-20 07:30:00,120.0,166.0,30.0,741.0,93.0,1.7,,15.17,,,20/1
2020-01-20 07:30:00,2020-01-20 07:45:00,120.0,166.0,30.0,741.0,92.0,1.3,,12.72,,,20/1
2020-01-20 07:45:00,2020-01-20 08:00:00,123.0,182.0,30.0,741.0,92.0,1.4,,10.66,56.6,,20/1
2020-01-20 08:00:00,2020-01-20 08:15:00,123.0,182.0,30.0,741.0,91.0,1.2,1.01,,38.2,4.6,20/1
2020-01-20 08:15:00,2020-01-20 08:30:00,123.0,182.0,30.0,741.0,90.0,1.1,1.02,,36.2,,20/1
2020-01-20 08:30:00,2020-01-20 08:45:00,123.0,182.0,30.5,741.0,89.0,1.5,1.04,,37.8,4.3,20/1
2020-01-20 08:45:00,2020-01-20 09:00:00,139.0,193.0,30.0,741.0,88.0,1.4,1.06,9.47,39.6,3.8,20/1
2020-01-20 09:00:00,2020-01-20 09:15:00,139.0,193.0,30.0,741.0,87.0,1.8,1.16,10.84,40.2,3.9,20/1
2020-01-20 09:15:00,2020-01-20 09:30:00,139.0,193.0,31.0,741.0,86.0,1.7,1.19,11.41,42.6,4.1,20/1
2020-01-20 09:30:00,2020-01-20 09:45:00,139.0,193.0,32.5,741.0,85.0,2.2,1.29,11.45,45.3,4.4,20/1
2020-01-20 09:45:00,2020-01-20 10:00:00,153.0,227.0,33.0,741.0,84.0,1.9,,12.37,44.7,4.3,20/1
2020-01-20 10:00:00,2020-01-20 10:15:00,153.0,227.0,33.0,741.0,83.0,2.1,1.23,12.99,46.4,4.5,20/1
2020-01-20 10:15:00,2020-01-20 10:30:00,153.0,227.0,31.0,741.0,82.0,1.7,1.21,14.86,45.9,,20/1
2020-01-20 10:30:00,2020-01-20 10:45:00,153.0,227.0,31.0,741.0,81.0,1.8,1.24,16.05,44.7,6.7,20/1
2020-01-20 10:45:00,2020-01-20 11:00:00,177.0,260.0,31.0,741.0,80.0,2.0,1.19,20.97,41.1,7.4,20/1
2020-01-20 11:00:00,2020-01-20 11:15:00,177.0,260.0,31.0,741.0,80.0,1.9,1.04,26.17,38.0,10.0,20/1
2020-01-20 11:15:00,2020-01-20 11:30:00,177.0,260.0,31.0,742.0,78.0,1.9,1.05,23.66,35.6,11.8,20/1
2020-01-20 11:30:00,2020-01-20 11:45:00,177.0,260.0,31.0,742.0,77.0,2.0,,28.52,,,20/1
2020-01-20 11:45:00,2020-01-20 12:00:00,179.0,265.0,31.0,742.0,76.0,1.6,,33.24,,,20/1
2020-01-20 12:00:00,2020-01-20 12:15:00,179.0,265.0,31.0,742.0,75.0,2.0,,34.95,,,20/1
2020-01-20 12:15:00,2020-01-20 12:30:00,179.0,265.0,31.0,741.0,74.0,1.4,1.18,,40.9,,20/1
2020-01-20 12:30:00,2020-01-20 12:45:00,179.0,265.0,31.0,742.0,72.0,1.4,1.2,,41.5,13.8,20/1
2020-01-20 12:45:00,2020-01-20 13:00:00,197.0,299.0,31.0,741.0,70.0,1.1,1.25,,42.0,10.5,20/1
2020-01-20 13:00:00,2020-01-20 13:15:00,197.0,299.0,32.0,741.0,70.0,1.6,1.24,,40.3,9.4,20/1
2020-01-20 13:15:00,2020-01-20 13:30:00,197.0,299.0,32.0,741.0,70.0,1.4,0.98,,39.5,8.6,20/1
2020-01-20 13:30:00,2020-01-20 13:45:00,197.0,299.0,30.5,741.0,68.0,1.4,1.19,43.86,43.7,8.9,20/1
2020-01-20 13:45:00,2020-01-20 14:00:00,174.0,262.0,30.0,741.0,69.0,1.3,,39.79,52.5,8.4,20/1
2020-01-20 14:00:00,2020-01-20 14:15:00,174.0,262.0,30.0,741.0,69.0,1.3,1.51,35.87,59.5,7.8,20/1
2020-01-20 14:15:00,2020-01-20 14:30:00,174.0,262.0,30.0,741.0,68.0,0.9,1.56,35.97,62.3,,20/1
2020-01-20 14:30:00,2020-01-20 14:45:00,174.0,262.0,30.0,741.0,65.0,1.1,1.6,39.81,64.0,8.0,20/1
2020-01-20 14:45:00,2020-01-20 15:00:00,203.0,312.0,29.0,742.0,64.0,1.3,1.57,43.26,65.9,8.4,20/1
2020-01-20 15:00:00,2020-01-20 15:15:00,203.0,312.0,29.0,741.0,64.0,0.8,1.56,38.32,69.0,7.9,20/1
2020-01-20 15:15:00,2020-01-20 15:30:00,203.0,312.0,29.5,741.0,65.0,0.9,1.48,36.36,70.1,7.5,20/1
2020-01-20 15:30:00,2020-01-20 15:45:00,203.0,312.0,30.0,741.0,65.0,0.9,1.44,35.12,70.2,7.2,20/1
2020-01-20 15:45:00,2020-01-20 16:00:00,191.0,298.0,29.5,741.0,66.0,1.1,,33.89,67.8,6.8,20/1
2020-01-20 16:00:00,2020-01-20 16:15:00,191.0,298.0,29.0,741.0,66.0,0.7,1.45,33.24,66.4,6.8,20/1
2020-01-20 16:15:00,2020-01-20 16:30:00,191.0,298.0,29.5,741.0,67.0,0.7,1.53,29.83,68.4,,20/1
2020-01-20 16:30:00,2020-01-20 16:45:00,191.0,298.0,30.0,741.0,67.0,1.0,1.61,25.79,70.6,6.2,20/1
2020-01-20 16:45:00,2020-01-20 17:00:00,200.0,306.0,30.0,741.0,68.0,0.8,1.74,17.31,75.4,5.5,20/1
2020-01-20 17:00:00,2020-01-20 17:15:00,200.0,306.0,30.0,741.0,70.0,0.7,1.68,12.88,77.6,4.8,20/1
2020-01-20 17:15:00,2020-01-20 17:30:00,200.0,306.0,31.0,741.0,71.0,0.9,1.69,8.76,78.1,4.6,20/1
2020-01-20 17:30:00,2020-01-20 17:45:00,200.0,306.0,31.5,741.0,72.0,1.0,2.07,5.27,86.8,4.4,20/1
2020-01-20 17:45:00,2020-01-20 18:00:00,196.0,349.0,30.0,741.0,73.0,1.3,,5.19,102.3,4.5,20/1
2020-01-20 18:00:00,2020-01-20 18:15:00,196.0,349.0,31.0,741.0,75.0,1.1,2.03,4.33,101.6,4.3,20/1
2020-01-20 18:15:00,2020-01-20 18:30:00,196.0,349.0,31.0,741.0,77.0,1.0,2.14,3.67,114.2,,20/1
2020-01-20 18:30:00,2020-01-20 18:45:00,196.0,349.0,31.0,741.0,79.0,0.5,2.24,7.39,116.0,5.2,20/1
2020-01-20 18:45:00,2020-01-20 19:00:00,250.0,428.0,31.5,741.0,81.0,0.4,2.6,7.76,118.6,5.8,20/1
2020-01-20 19:00:00,2020-01-20 19:15:00,250.0,428.0,31.5,741.0,82.0,0.4,2.89,6.68,126.0,6.2,20/1
2020-01-20 19:15:00,2020-01-20 19:30:00,250.0,428.0,31.5,741.0,84.0,0.3,3.17,6.57,124.7,6.2,20/1
2020-01-20 19:30:00,2020-01-20 19:45:00,250.0,428.0,31.5,741.0,84.0,0.3,3.37,5.31,136.0,5.9,20/1
2020-01-20 19:45:00,2020-01-20 20:00:00,288.0,471.0,32.0,741.0,84.0,0.3,,5.45,151.1,6.0,20/1
2020-01-20 20:00:00,2020-01-20 20:15:00,288.0,471.0,32.0,741.0,86.0,0.3,3.02,6.08,156.1,6.0,20/1
2020-01-20 20:15:00,2020-01-20 20:30:00,288.0,471.0,31.5,741.0,88.0,0.3,3.13,4.9,159.5,,20/1
2020-01-20 20:30:00,2020-01-20 20:45:00,288.0,471.0,32.0,741.0,90.0,0.3,3.6,5.1,173.9,5.8,20/1
2020-01-20 20:45:00,2020-01-20 21:00:00,283.0,476.0,32.0,741.0,91.0,0.3,5.91,6.94,319.7,6.6,20/1
2020-01-20 21:00:00,2020-01-20 21:15:00,283.0,476.0,32.0,741.0,92.0,0.3,6.4,6.94,365.0,8.1,20/1
2020-01-20 21:15:00,2020-01-20 21:30:00,283.0,476.0,32.0,741.0,91.0,0.4,5.78,7.37,311.8,8.2,20/1
2020-01-20 21:30:00,2020-01-20 21:45:00,283.0,476.0,31.0,741.0,90.0,0.3,4.92,5.72,248.9,8.2,20/1
2020-01-20 21:45:00,2020-01-20 22:00:00,377.0,596.0,30.0,741.0,90.0,0.3,,6.94,263.9,8.0,20/1
2020-01-20 22:00:00,2020-01-20 22:15:00,377.0,596.0,30.0,741.0,91.0,0.3,4.89,7.51,257.2,7.7,20/1
2020-01-20 22:15:00,2020-01-20 22:30:00,377.0,596.0,30.0,741.0,91.0,0.4,4.31,7.68,210.5,,20/1
2020-01-20 22:30:00,2020-01-20 22:45:00,377.0,596.0,30.0,741.0,92.0,0.3,4.44,8.29,200.3,6.7,20/1
2020-01-20 22:45:00,2020-01-20 23:00:00,375.0,552.0,30.0,741.0,93.0,0.3,4.25,7.21,199.0,6.1,20/1
2020-01-20 23:00:00,2020-01-20 23:15:00,375.0,552.0,30.0,741.0,93.0,0.3,4.35,6.78,206.2,5.5,20/1
2020-01-20 23:15:00,2020-01-20 23:30:00,375.0,552.0,30.0,741.0,93.0,0.3,4.43,7.15,210.8,5.7,20/1
2020-01-20 23:30:00,2020-01-20 23:45:00,375.0,552.0,30.0,741.0,93.0,0.4,3.53,5.55,200.6,5.8,20/1
2020-01-20 23:45:00,2020-01-21 00:00:00,330.0,521.0,30.0,741.0,93.0,0.5,,6.53,186.3,5.4,20/1
2020-01-21 00:00:00,2020-01-21 00:15:00,330.0,521.0,30.0,741.0,92.0,0.6,2.59,5.7,155.9,5.1,21/1
2020-01-21 00:15:00,2020-01-21 00:30:00,330.0,521.0,30.0,741.0,92.0,0.9,1.79,5.14,113.0,,21/1
2020-01-21 00:30:00,2020-01-21 00:45:00,330.0,521.0,30.0,741.0,92.0,0.8,1.65,5.0,106.4,4.4,21/1
2020-01-21 00:45:00,2020-01-21 01:00:00,215.0,346.0,30.0,741.0,92.0,1.0,1.44,6.98,97.8,3.8,21/1
2020-01-21 01:00:00,2020-01-21 01:15:00,215.0,346.0,30.0,741.0,92.0,0.5,1.24,12.27,87.1,3.2,21/1
2020-01-21 01:15:00,2020-01-21 01:30:00,215.0,346.0,31.0,741.0,93.0,0.9,1.02,14.68,82.5,2.9,21/1
2020-01-21 01:30:00,2020-01-21 01:45:00,215.0,346.0,32.0,741.0,93.0,1.0,0.8,11.37,72.3,2.5,21/1
2020-01-21 01:45:00,2020-01-21 02:00:00,156.0,248.0,33.0,741.0,93.0,1.3,,9.29,56.5,2.3,21/1
2020-01-21 02:00:00,2020-01-21 02:15:00,156.0,248.0,32.0,741.0,92.0,1.0,0.93,8.0,46.8,2.3,21/1
2020-01-21 02:15:00,2020-01-21 02:30:00,156.0,248.0,31.0,741.0,93.0,1.2,1.1,6.19,46.0,,21/1
2020-01-21 02:30:00,2020-01-21 02:45:00,156.0,248.0,31.5,741.0,93.0,1.2,1.21,5.43,47.3,3.1,21/1
2020-01-21 02:45:00,2020-01-21 03:00:00,172.0,271.0,32.0,741.0,93.0,0.9,1.26,5.64,50.1,3.7,21/1
2020-01-21 03:00:00,2020-01-21 03:15:00,172.0,271.0,32.0,741.0,93.0,1.3,1.24,5.25,51.0,4.1,21/1
2020-01-21 03:15:00,2020-01-21 03:30:00,172.0,271.0,32.0,741.0,93.0,0.8,1.23,5.41,50.2,4.3,21/1
2020-01-21 03:30:00,2020-01-21 03:45:00,172.0,271.0,32.0,741.0,93.0,0.7,1.25,7.47,50.2,4.6,21/1
2020-01-21 03:45:00,2020-01-21 04:00:00,201.0,305.0,32.0,741.0,94.0,0.7,,9.35,52.5,4.8,21/1
2020-01-21 04:00:00,2020-01-21 04:15:00,201.0,305.0,32.0,741.0,93.0,0.3,1.35,8.39,54.7,5.0,21/1
2020-01-21 04:15:00,2020-01-21 04:30:00,201.0,305.0,32.0,741.0,93.0,0.4,1.39,14.39,55.7,,21/1
2020-01-21 04:30:00,2020-01-21 04:45:00,201.0,305.0,32.0,741.0,93.0,0.6,1.51,46.04,59.9,5.0,21/1
2020-01-21 04:45:00,2020-01-21 05:00:00,225.0,351.0,32.0,741.0,93.0,0.6,1.44,57.66,64.9,4.7,21/1
2020-01-21 05:00:00,2020-01-21 05:15:00,225.0,351.0,32.0,741.0,93.0,0.6,1.39,39.38,63.8,4.7,21/1
2020-01-21 05:15:00,2020-01-21 05:30:00,225.0,351.0,32.0,741.0,94.0,0.6,1.45,40.85,66.6,4.6,21/1
2020-01-21 05:30:00,2020-01-21 05:45:00,,351.0,31.0,741.0,94.0,0.7,1.53,51.84,68.0,4.8,21/1
2020-01-21 05:45:00,2020-01-21 06:00:00,226.0,353.0,30.0,741.0,94.0,0.7,,66.68,72.9,5.0,21/1
2020-01-21 06:00:00,2020-01-21 06:15:00,226.0,353.0,30.0,741.0,94.0,0.9,1.52,68.54,75.3,5.1,21/1
2020-01-21 06:15:00,2020-01-21 06:30:00,226.0,353.0,30.0,741.0,94.0,0.7,1.56,84.95,79.1,,21/1
2020-01-21 06:30:00,2020-01-21 06:45:00,226.0,353.0,30.0,741.0,94.0,0.4,1.55,82.18,77.8,5.1,21/1
2020-01-21 06:45:00,2020-01-21 07:00:00,236.0,379.0,30.0,741.0,94.0,0.4,1.66,72.34,81.0,4.8,21/1
2020-01-21 07:00:00,2020-01-21 07:15:00,236.0,379.0,30.0,741.0,94.0,0.8,,55.86,,,21/1
2020-01-21 07:15:00,2020-01-21 07:30:00,236.0,379.0,30.0,741.0,94.0,1.1,,37.59,,,21/1
2020-01-21 07:30:00,2020-01-21 07:45:00,236.0,379.0,31.0,741.0,93.0,1.2,,42.63,,,21/1
2020-01-21 07:45:00,2020-01-21 08:00:00,240.0,387.0,31.0,741.0,93.0,0.8,,24.68,91.3,,21/1
2020-01-21 08:00:00,2020-01-21 08:15:00,240.0,387.0,30.0,741.0,92.0,1.0,1.5,,72.7,5.0,21/1
2020-01-21 08:15:00,2020-01-21 08:30:00,240.0,387.0,30.0,741.0,92.0,1.0,1.44,,67.8,,21/1
2020-01-21 08:30:00,2020-01-21 08:45:00,240.0,387.0,30.0,741.0,91.0,0.8,1.4,,65.1,5.0,21/1
2020-01-21 08:45:00,2020-01-21 09:00:00,218.0,331.0,30.0,741.0,90.0,1.1,1.37,5.02,62.0,5.2,21/1
2020-01-21 09:00:00,2020-01-21 09:15:00,218.0,331.0,30.0,741.0,88.0,0.7,1.29,5.76,66.2,5.4,21/1
2020-01-21 09:15:00,2020-01-21 09:30:00,218.0,331.0,30.0,741.0,86.0,0.9,1.33,7.08,69.4,5.6,21/1
2020-01-21 09:30:00,2020-01-21 09:45:00,218.0,331.0,32.0,742.0,84.0,1.0,1.42,8.21,65.2,6.3,21/1
2020-01-21 09:45:00,2020-01-21 10:00:00,228.0,326.0,32.0,742.0,82.0,0.9,,8.39,64.5,7.2,21/1
2020-01-21 10:00:00,2020-01-21 10:15:00,228.0,326.0,30.0,742.0,80.0,1.5,1.71,10.15,70.6,8.3,21/1
2020-01-21 10:15:00,2020-01-21 10:30:00,228.0,326.0,30.0,742.0,76.0,1.8,1.92,10.96,75.8,,21/1
2020-01-21 10:30:00,2020-01-21 10:45:00,228.0,326.0,30.0,742.0,74.0,1.3,1.91,13.01,73.2,10.6,21/1
2020-01-21 10:45:00,2020-01-21 11:00:00,260.0,404.0,30.0,742.0,73.0,1.9,1.52,17.31,66.6,11.2,21/1
2020-01-21 11:00:00,2020-01-21 11:15:00,260.0,404.0,30.0,742.0,72.0,2.2,1.09,20.85,41.6,10.9,21/1
2020-01-21 11:15:00,2020-01-21 11:30:00,260.0,404.0,30.0,742.0,72.0,2.2,0.96,26.01,30.4,10.9,21/1
2020-01-21 11:30:00,2020-01-21 11:45:00,260.0,404.0,30.0,742.0,70.0,2.4,1.03,25.97,31.6,11.7,21/1
2020-01-21 11:45:00,2020-01-21 12:00:00,220.0,300.0,30.0,742.0,72.0,1.7,,26.3,34.2,10.6,21/1
2020-01-21 12:00:00,2020-01-21 12:15:00,220.0,300.0,31.0,742.0,72.0,1.5,1.15,27.79,33.5,9.2,21/1
2020-01-21 12:15:00,2020-01-21 12:30:00,220.0,300.0,31.0,742.0,70.0,1.2,1.18,30.93,34.4,,21/1
2020-01-21 12:30:00,2020-01-21 12:45:00,220.0,300.0,31.0,742.0,67.0,1.5,1.01,33.44,32.8,10.6,21/1
2020-01-21 12:45:00,2020-01-21 13:00:00,212.0,288.0,30.0,742.0,66.0,1.6,1.1,34.24,35.1,12.0,21/1
2020-01-21 13:00:00,2020-01-21 13:15:00,212.0,288.0,31.0,742.0,68.0,1.6,1.2,34.63,40.7,11.6,21/1
2020-01-21 13:15:00,2020-01-21 13:30:00,212.0,288.0,31.0,742.0,65.0,1.5,1.17,38.28,42.5,12.3,21/1
2020-01-21 13:30:00,2020-01-21 13:45:00,212.0,288.0,31.0,742.0,63.0,1.6,1.16,43.08,41.1,13.8,21/1
2020-01-21 13:45:00,2020-01-21 14:00:00,224.0,339.0,30.0,742.0,70.0,2.4,,41.12,41.6,13.0,21/1
2020-01-21 14:00:00,2020-01-21 14:15:00,224.0,339.0,30.0,742.0,71.0,2.6,1.27,39.36,41.4,11.7,21/1
2020-01-21 14:15:00,2020-01-21 14:30:00,224.0,339.0,30.0,742.0,71.0,2.3,1.25,38.18,40.9,,21/1
2020-01-21 14:30:00,2020-01-21 14:45:00,224.0,339.0,30.0,742.0,71.0,2.2,1.27,40.83,41.5,11.2,21/1
2020-01-21 14:45:00,2020-01-21 15:00:00,238.0,366.0,30.0,742.0,71.0,2.5,1.2,41.0,41.4,11.3,21/1
2020-01-21 15:00:00,2020-01-21 15:15:00,238.0,366.0,30.0,742.0,71.0,1.8,1.2,42.98,40.5,11.7,21/1
2020-01-21 15:15:00,2020-01-21 15:30:00,238.0,366.0,29.0,742.0,72.0,2.3,0.95,45.12,38.2,11.1,21/1
2020-01-21 15:30:00,2020-01-21 15:45:00,238.0,366.0,29.0,742.0,72.0,2.4,0.82,47.33,34.8,10.3,21/1
2020-01-21 15:45:00,2020-01-21 16:00:00,213.0,322.0,30.0,742.0,71.0,2.3,,46.33,32.6,10.0,21/1
