pm10,temp,bp,rh,ws,co,o3,nox,so2
0.225,0.556,0.931,0.735,0.0,0.105,0.176,0.127,0.025
0.225,0.556,0.931,0.711,0.093,0.101,0.162,0.119,0.027
0.225,0.556,0.931,0.699,0.0,0.097,0.119,0.114,0.027
0.211,0.556,0.931,0.723,0.019,0.142,0.25,0.115,0.027
0.211,0.556,0.931,0.735,0.0,0.104,0.241,0.118,0.026
0.211,0.556,0.931,0.735,0.037,0.126,0.166,0.126,0.027
0.26,0.556,0.931,0.735,0.093,0.14,0.166,0.144,0.029
0.339,0.778,0.931,0.699,0.148,0.201,0.166,0.329,0.038
0.339,0.889,0.931,0.675,0.111,0.222,0.166,0.304,0.043
0.349,0.722,0.966,0.506,0.185,0.173,0.034,0.315,0.094
0.349,0.778,0.966,0.506,0.13,0.26,0.087,0.324,0.099
0.349,0.722,0.966,0.494,0.204,0.27,0.603,0.344,0.078
0.349,0.667,0.966,0.482,0.148,0.283,0.947,0.336,0.763
0.508,0.667,0.966,0.446,0.148,0.255,0.517,0.327,0.904
0.508,0.722,0.966,0.434,0.167,0.253,0.135,0.322,0.364
0.508,0.778,0.966,0.434,0.185,0.263,0.222,0.336,0.407
0.508,0.667,0.966,0.434,0.222,0.258,0.033,0.326,0.207
0.548,0.556,0.966,0.446,0.278,0.142,0.194,0.251,0.216
0.548,0.444,0.966,0.446,0.296,0.201,0.196,0.196,0.208
0.548,0.444,0.966,0.446,0.333,0.127,0.085,0.144,0.078
0.548,0.444,0.966,0.458,0.278,0.114,0.09,0.132,0.142
0.485,0.444,0.966,0.434,0.222,0.11,0.456,0.127,0.488
0.485,0.444,0.966,0.386,0.333,0.071,0.201,0.107,0.289
0.485,0.444,0.966,0.373,0.37,0.028,0.13,0.063,0.189
0.485,0.444,0.966,0.398,0.333,0.022,0.161,0.054,0.164
0.216,0.444,0.966,0.41,0.37,0.095,0.154,0.055,0.153
0.216,0.444,0.966,0.41,0.333,0.073,0.158,0.059,0.142
0.216,0.444,0.966,0.446,0.333,0.075,0.137,0.059,0.133
0.18,0.444,0.966,0.458,0.352,0.075,0.133,0.059,0.112
0.18,0.444,0.966,0.47,0.352,0.086,0.125,0.06,0.104
0.18,0.444,0.966,0.494,0.407,0.08,0.122,0.063,0.105
0.18,0.667,0.966,0.518,0.426,0.093,0.112,0.06,0.108
0.173,0.778,0.931,0.53,0.444,0.122,0.104,0.061,0.154
0.173,0.667,0.931,0.542,0.444,0.083,0.125,0.058,0.136
0.173,0.667,0.931,0.554,0.352,0.094,0.111,0.058,0.078
0.173,0.667,0.931,0.578,0.37,0.102,0.082,0.067,0.105
0.188,0.667,0.931,0.59,0.315,0.104,0.082,0.069,0.091
0.188,0.667,0.931,0.602,0.241,0.114,0.059,0.079,0.094
0.188,0.667,0.931,0.627,0.315,0.112,0.049,0.079,0.179
0.188,0.667,0.931,0.639,0.389,0.112,0.05,0.077,0.112
0.204,0.667,0.931,0.651,0.5,0.169,0.059,0.076,0.081
0.204,0.778,0.931,0.663,0.333,0.105,0.065,0.073,0.069
0.204,0.778,0.931,0.675,0.278,0.11,0.053,0.075,0.078
0.204,0.778,0.931,0.675,0.315,0.123,0.03,0.088,0.078
0.183,0.778,0.931,0.687,0.241,0.15,0.017,0.11,0.08
0.183,0.778,0.931,0.687,0.315,0.126,0.036,0.093,0.06
0.183,0.778,0.931,0.687,0.315,0.131,0.038,0.089,0.058
0.183,0.667,0.931,0.735,0.37,0.134,0.039,0.093,0.072
0.159,0.556,0.931,0.783,0.296,0.142,0.039,0.087,0.074
0.159,0.556,0.931,0.783,0.407,0.134,0.069,0.096,0.051
0.159,0.5,0.931,0.771,0.444,0.122,0.028,0.088,0.078
0.159,0.5,0.931,0.759,0.259,0.123,0.04,0.092,0.045
0.112,0.556,0.931,0.747,0.315,0.122,0.06,0.094,0.043
0.112,0.5,0.931,0.771,0.074,0.136,0.048,0.111,0.04
0.112,0.5,0.931,0.771,0.167,0.123,0.046,0.102,0.038
0.112,0.556,0.931,0.771,0.204,0.112,0.045,0.092,0.038
0.135,0.556,0.931,0.771,0.111,0.142,0.081,0.088,0.037
0.135,0.556,0.931,0.783,0.185,0.131,0.087,0.099,0.037
0.135,0.556,0.931,0.783,0.204,0.12,0.06,0.1,0.078
0.135,0.556,0.931,0.783,0.222,0.125,0.061,0.087,0.039
0.141,0.556,0.931,0.783,0.315,0.105,0.022,0.086,0.039
0.141,0.556,0.931,0.783,0.167,0.089,0.076,0.068,0.039
0.141,0.556,0.931,0.783,0.241,0.096,0.067,0.064,0.039
0.141,0.778,0.931,0.795,0.148,0.093,0.057,0.067,0.04
0.126,0.889,0.931,0.795,0.259,0.123,0.072,0.064,0.039
0.126,0.667,0.931,0.783,0.167,0.077,0.057,0.059,0.038
0.126,0.778,0.931,0.783,0.204,0.081,0.084,0.054,0.078
0.126,0.778,0.931,0.771,0.185,0.073,0.101,0.047,0.035
0.1,0.778,0.931,0.759,0.185,0.072,0.089,0.046,0.035
0.1,0.778,0.931,0.759,0.185,0.075,0.105,0.049,0.035
0.1,0.778,0.931,0.759,0.167,0.072,0.037,0.05,0.035
0.1,0.778,0.931,0.771,0.074,0.073,0.119,0.053,0.034
0.109,0.778,0.931,0.771,0.093,0.122,0.074,0.057,0.032
0.109,0.778,0.931,0.783,0.0,0.081,0.116,0.059,0.031
0.109,0.778,0.931,0.807,0.037,0.087,0.174,0.063,0.078
0.109,0.778,0.931,0.771,0.074,0.076,0.133,0.061,0.031
0.116,0.778,0.931,0.807,0.056,0.081,0.099,0.059,0.034
0.116,0.778,0.931,0.795,0.278,0.087,0.034,0.062,0.036
0.116,0.778,0.931,0.783,0.278,0.081,0.058,0.057,0.038
0.116,0.667,0.931,0.771,0.259,0.085,0.043,0.058,0.05
0.14,0.556,0.931,0.795,0.167,0.142,0.033,0.058,0.058
0.14,0.556,0.931,0.795,0.13,0.075,0.045,0.05,0.047
0.14,0.444,0.931,0.807,0.185,0.08,0.081,0.046,0.078
0.14,0.444,0.931,0.819,0.241,0.092,0.046,0.049,0.046
0.148,0.444,0.931,0.831,0.259,0.091,0.038,0.055,0.046
0.148,0.444,0.931,0.843,0.185,0.094,0.038,0.063,0.041
0.148,0.444,0.931,0.855,0.241,0.087,0.037,0.059,0.033
0.148,0.444,0.931,0.88,0.185,0.086,0.036,0.052,0.031
0.15,0.444,0.931,0.88,0.167,0.095,0.029,0.05,0.03
0.15,0.5,0.931,0.88,0.167,0.087,0.061,0.049,0.028
0.15,0.5,0.931,0.88,0.167,0.093,0.048,0.053,0.078
0.15,0.5,0.931,0.88,0.296,0.094,0.016,0.053,0.028
0.152,0.556,0.931,0.892,0.278,0.111,0.041,0.059,0.028
0.195,0.667,0.931,0.807,0.204,0.154,0.166,0.154,0.04
0.195,0.889,0.931,0.747,0.241,0.158,0.166,0.146,0.054
0.252,0.778,0.931,0.747,0.241,0.156,0.115,0.141,0.064
0.252,0.667,0.966,0.699,0.315,0.133,0.064,0.13,0.095
0.252,0.667,0.966,0.687,0.296,0.13,0.045,0.118,0.105
0.252,0.667,0.966,0.675,0.241,0.122,0.041,0.108,0.104
0.222,0.667,0.966,0.675,0.204,0.169,0.044,0.099,0.096
0.222,0.667,0.966,0.663,0.259,0.123,0.052,0.096,0.114
0.222,0.667,0.966,0.651,0.333,0.12,0.079,0.092,0.078
0.222,0.667,0.966,0.627,0.315,0.104,0.061,0.085,0.13
0.239,0.667,0.966,0.627,0.296,0.103,0.08,0.083,0.126
0.239,0.667,0.966,0.627,0.278,0.097,0.089,0.073,0.11
0.239,0.778,0.966,0.602,0.296,0.087,0.107,0.063,0.1
0.239,0.667,0.966,0.602,0.204,0.084,0.103,0.056,0.097
0.165,0.556,0.966,0.614,0.222,0.142,0.102,0.058,0.092
0.165,0.556,0.931,0.614,0.278,0.095,0.086,0.058,0.081
0.165,0.556,0.931,0.651,0.204,0.093,0.091,0.057,0.078
0.165,0.5,0.931,0.699,0.167,0.102,0.084,0.058,0.058
0.186,0.444,0.931,0.759,0.093,0.115,0.069,0.062,0.042
0.186,0.444,0.931,0.783,0.111,0.138,0.048,0.076,0.037
0.186,0.444,0.931,0.807,0.148,0.173,0.025,0.142,0.036
0.186,0.556,0.931,0.795,0.167,0.186,0.022,0.163,0.041
0.237,0.556,0.931,0.771,0.111,0.142,0.02,0.108,0.041
0.237,0.444,0.931,0.759,0.222,0.118,0.055,0.088,0.04
0.237,0.5,0.931,0.735,0.222,0.112,0.052,0.086,0.078
0.237,0.5,0.931,0.711,0.333,0.114,0.054,0.089,0.052
0.206,0.444,0.931,0.687,0.352,0.107,0.089,0.089,0.066
0.206,0.444,0.931,0.675,0.333,0.104,0.095,0.081,0.067
0.206,0.444,0.931,0.687,0.315,0.128,0.08,0.078,0.068
0.206,0.667,0.931,0.699,0.296,0.112,0.072,0.078,0.07
0.22,0.778,0.931,0.699,0.37,0.122,0.084,0.076,0.068
0.22,0.556,0.931,0.711,0.444,0.12,0.07,0.073,0.062
0.22,0.667,0.931,0.723,0.463,0.128,0.073,0.072,0.078
0.22,0.667,0.931,0.723,0.352,0.126,0.071,0.069,0.06
0.232,0.667,0.931,0.735,0.222,0.122,0.069,0.064,0.055
0.232,0.667,0.931,0.735,0.296,0.13,0.061,0.068,0.052
0.232,0.667,0.931,0.735,0.278,0.13,0.063,0.069,0.049
0.232,0.667,0.931,0.735,0.222,0.154,0.046,0.073,0.047
0.235,0.667,0.931,0.735,0.278,0.169,0.025,0.082,0.046
0.235,0.722,0.931,0.735,0.315,0.147,0.035,0.084,0.047
0.235,0.722,0.931,0.747,0.37,0.195,0.026,0.099,0.078
0.235,0.722,0.931,0.759,0.333,0.176,0.025,0.106,0.051
0.268,0.778,0.931,0.759,0.259,0.181,0.03,0.096,0.048
0.268,0.778,0.931,0.771,0.204,0.159,0.037,0.092,0.04
0.268,0.778,0.931,0.771,0.296,0.141,0.035,0.084,0.039
0.268,0.778,0.931,0.771,0.241,0.148,0.025,0.078,0.04
0.21,0.667,0.931,0.771,0.389,0.169,0.021,0.082,0.04
0.21,0.556,0.931,0.771,0.296,0.117,0.027,0.076,0.038
0.21,0.556,0.931,0.783,0.222,0.116,0.023,0.07,0.078
0.21,0.5,0.931,0.771,0.37,0.114,0.02,0.071,0.038
0.192,0.444,0.931,0.759,0.352,0.102,0.028,0.067,0.045
0.192,0.444,0.931,0.759,0.296,0.099,0.036,0.063,0.045
0.192,0.444,0.931,0.759,0.426,0.099,0.04,0.059,0.041
0.192,0.444,0.931,0.759,0.407,0.091,0.045,0.052,0.042
0.167,0.5,0.931,0.747,0.37,0.097,0.037,0.05,0.042
0.167,0.444,0.931,0.735,0.278,0.087,0.063,0.049,0.043
0.167,0.5,0.931,0.747,0.389,0.081,0.071,0.043,0.078
0.167,0.556,0.931,0.783,0.241,0.083,0.066,0.039,0.039
0.121,0.556,0.931,0.807,0.315,0.092,0.056,0.038,0.033
0.121,0.444,0.931,0.819,0.296,0.085,0.052,0.04,0.03
0.121,0.5,0.931,0.795,0.426,0.076,0.076,0.035,0.029
0.121,0.667,0.931,0.795,0.296,0.075,0.081,0.029,0.027
0.118,0.778,0.931,0.795,0.296,0.122,0.09,0.026,0.027
0.118,0.667,0.931,0.783,0.352,0.072,0.093,0.027,0.027
0.118,0.667,0.931,0.771,0.407,0.071,0.104,0.026,0.078
0.118,0.778,0.931,0.771,0.259,0.073,0.105,0.024,0.027
0.124,0.778,0.931,0.783,0.241,0.078,0.074,0.029,0.025
0.124,0.778,0.931,0.795,0.167,0.084,0.064,0.036,0.025
0.124,0.778,0.931,0.843,0.093,0.084,0.055,0.042,0.024
0.158,0.778,0.931,0.88,0.019,0.122,0.05,0.039,0.022
0.158,0.667,0.931,0.904,0.13,0.092,0.043,0.039,0.021
0.158,0.667,0.931,0.892,0.093,0.094,0.03,0.044,0.078
0.158,0.667,0.931,0.904,0.185,0.084,0.029,0.044,0.022
0.135,0.722,0.931,0.916,0.204,0.087,0.03,0.044,0.02
0.135,0.778,0.931,0.928,0.222,0.099,0.019,0.05,0.02
0.135,0.778,0.931,0.928,0.167,0.097,0.005,0.068,0.023
0.135,0.778,0.931,0.94,0.352,0.096,0.078,0.07,0.023
0.146,0.556,0.034,0.88,0.056,0.14,0.041,0.079,0.025
0.171,0.556,0.034,0.867,0.13,0.144,0.048,0.084,0.014
0.171,0.5,0.034,0.867,0.148,0.138,0.044,0.089,0.029
0.171,0.444,0.034,0.855,0.148,0.128,0.049,0.085,0.078
0.171,0.556,0.034,0.855,0.056,0.127,0.055,0.08,0.031
0.188,0.778,0.034,0.855,0.074,0.122,0.054,0.077,0.042
0.188,0.667,0.034,0.855,0.111,0.13,0.055,0.072,0.046
0.188,0.667,0.034,0.855,0.074,0.147,0.062,0.086,0.078
0.188,0.778,0.034,0.867,0.074,0.162,0.078,0.098,0.048
0.216,0.778,0.034,0.892,0.0,0.171,0.115,0.107,0.046
0.216,0.778,0.034,0.904,0.019,0.174,0.048,0.115,0.042
0.216,0.778,0.034,0.904,0.037,0.19,0.032,0.123,0.042
0.216,0.778,0.034,0.904,0.093,0.239,0.041,0.144,0.041
0.239,0.722,0.034,0.916,0.185,0.173,0.041,0.175,0.039
0.239,0.778,0.034,0.916,0.204,0.167,0.011,0.117,0.037
0.239,0.778,0.034,0.928,0.204,0.187,0.066,0.116,0.078
0.239,0.778,0.034,0.94,0.167,0.201,0.031,0.128,0.031
0.227,0.778,0.034,0.928,0.167,0.183,0.166,0.118,0.024
0.227,0.778,0.034,0.928,0.204,0.178,0.166,0.11,0.022
0.227,0.778,0.034,0.928,0.296,0.179,0.001,0.104,0.022
0.227,0.778,0.034,0.928,0.278,0.182,0.032,0.098,0.022
0.211,0.667,0.034,0.928,0.204,0.169,0.059,0.095,0.021
0.211,0.667,0.034,0.928,0.278,0.157,0.014,0.099,0.023
0.211,0.667,0.034,0.928,0.352,0.142,0.072,0.097,0.078
0.211,0.556,0.034,0.904,0.352,0.104,0.144,0.083,0.024
0.195,0.556,0.034,0.904,0.389,0.096,0.237,0.073,0.031
0.195,0.556,0.034,0.904,0.352,0.096,0.123,0.071,0.027
0.195,0.556,0.034,0.892,0.426,0.086,0.142,0.065,0.027
0.195,0.556,0.034,0.892,0.37,0.087,0.016,0.062,0.024
0.158,0.556,0.034,0.892,0.315,0.142,0.012,0.06,0.027
0.158,0.556,0.034,0.892,0.333,0.102,0.012,0.062,0.026
0.158,0.556,0.034,0.904,0.259,0.107,0.033,0.059,0.078
0.158,0.556,0.034,0.904,0.296,0.099,0.021,0.069,0.03
0.155,0.556,0.034,0.904,0.204,0.104,0.014,0.059,0.035
0.155,0.556,0.034,0.904,0.296,0.095,0.026,0.051,0.034
0.155,0.556,0.034,0.892,0.389,0.078,0.053,0.042,0.035
0.155,0.556,0.034,0.88,0.426,0.073,0.104,0.036,0.038
0.107,0.778,0.034,0.88,0.426,0.122,0.204,0.035,0.045
0.107,0.889,0.034,0.867,0.574,0.054,0.273,0.032,0.052
0.107,0.667,0.034,0.867,0.537,0.039,0.127,0.026,0.078
0.107,0.667,0.034,0.867,0.537,0.046,0.222,0.025,0.049
0.111,0.778,0.034,0.867,0.537,0.046,0.049,0.025,0.044
0.111,0.778,0.034,0.867,0.574,0.041,0.057,0.022,0.033
0.111,0.778,0.034,0.867,0.333,0.04,0.107,0.02,0.032
0.111,0.778,0.034,0.88,0.407,0.037,0.052,0.02,0.028
0.092,0.778,0.0,0.892,0.407,0.122,0.068,0.021,0.025
0.092,0.778,0.034,0.88,0.426,0.047,0.063,0.023,0.025
0.092,0.778,0.0,0.867,0.407,0.047,0.078,0.021,0.078
0.092,0.778,0.0,0.855,0.444,0.047,0.065,0.022,0.029
0.069,0.778,0.0,0.855,0.407,0.047,0.053,0.023,0.032
0.069,0.778,0.0,0.855,0.5,0.048,0.074,0.023,0.03
0.069,0.778,0.0,0.867,0.389,0.048,0.085,0.023,0.032
0.069,0.778,0.0,0.867,0.5,0.049,0.065,0.023,0.034
0.081,0.667,0.0,0.867,0.481,0.169,0.095,0.022,0.038
0.081,0.667,0.0,0.867,0.389,0.048,0.076,0.021,0.04
0.081,0.556,0.0,0.88,0.389,0.047,0.058,0.022,0.078
0.081,0.556,0.0,0.88,0.389,0.046,0.064,0.02,0.036
0.082,0.556,0.0,0.88,0.407,0.046,0.077,0.018,0.033
0.082,0.556,0.0,0.88,0.426,0.048,0.099,0.02,0.032
0.082,0.556,0.0,0.88,0.333,0.049,0.09,0.021,0.033
0.082,0.556,0.0,0.892,0.444,0.054,0.106,0.025,0.035
0.097,0.556,0.0,0.892,0.574,0.142,0.097,0.027,0.039
0.097,0.556,0.0,0.916,0.537,0.055,0.058,0.026,0.036
0.097,0.556,0.0,0.928,0.556,0.056,0.058,0.023,0.078
0.097,0.556,0.0,0.928,0.389,0.061,0.048,0.023,0.031
0.117,0.556,0.0,0.94,0.63,0.06,0.051,0.025,0.026
0.111,0.778,0.0,0.904,0.556,0.122,0.064,0.069,1.0
0.111,0.889,0.0,0.892,0.463,0.065,0.166,0.034,0.033
0.111,0.889,0.0,0.88,0.389,0.068,0.166,0.05,0.034
0.123,0.889,0.034,0.867,0.407,0.07,0.009,0.055,0.032
0.123,0.833,0.034,0.867,0.278,0.079,0.032,0.055,0.033
0.123,0.778,0.034,0.855,0.333,0.1,0.023,0.062,0.034
0.123,0.778,0.034,0.843,0.296,0.105,0.027,0.068,0.036
0.164,0.778,0.034,0.819,0.519,0.122,0.052,0.063,0.036
0.164,0.778,0.034,0.807,0.593,0.081,0.109,0.059,0.038
0.164,0.778,0.034,0.795,0.407,0.083,0.066,0.057,0.078
0.164,0.778,0.034,0.783,0.5,0.085,0.118,0.057,0.041
0.148,0.778,0.034,0.771,0.5,0.079,0.084,0.052,0.042
0.148,0.778,0.034,0.759,0.333,0.083,0.076,0.049,0.041
0.148,0.778,0.034,0.759,0.463,0.077,0.07,0.048,0.041
0.148,0.778,0.034,0.735,0.444,0.079,0.086,0.047,0.043
0.163,0.778,0.069,0.711,0.5,0.122,0.104,0.045,0.047
0.163,0.667,0.069,0.699,0.519,0.079,0.134,0.043,0.05
0.163,0.556,0.069,0.687,0.537,0.079,0.143,0.04,0.078
0.163,0.556,0.069,0.675,0.426,0.081,0.112,0.039,0.053
0.148,0.556,0.069,0.663,0.444,0.084,0.126,0.041,0.059
0.148,0.556,0.069,0.663,0.5,0.079,0.135,0.039,0.06
0.148,0.556,0.069,0.639,0.444,0.077,0.138,0.037,0.061
0.148,0.556,0.069,0.627,0.333,0.08,0.148,0.037,0.061
0.146,0.556,0.069,0.602,0.333,0.142,0.15,0.037,0.061
0.146,0.556,0.069,0.614,0.426,0.078,0.172,0.037,0.058
0.146,0.556,0.069,0.614,0.444,0.078,0.184,0.037,0.078
0.146,0.556,0.069,0.602,0.556,0.076,0.19,0.038,0.053
0.138,0.556,0.069,0.614,0.407,0.075,0.195,0.038,0.049
0.138,0.556,0.069,0.614,0.333,0.07,0.207,0.035,0.047
0.138,0.556,0.069,0.602,0.444,0.076,0.188,0.037,0.044
0.138,0.556,0.069,0.602,0.426,0.07,0.192,0.036,0.043
0.106,0.667,0.069,0.602,0.389,0.169,0.181,0.037,0.041
0.106,0.889,0.034,0.614,0.37,0.075,0.166,0.041,0.038
0.106,0.667,0.034,0.627,0.463,0.068,0.176,0.043,0.078
0.106,0.667,0.034,0.639,0.37,0.069,0.167,0.043,0.037
0.11,0.778,0.034,0.639,0.352,0.072,0.158,0.043,0.033
0.11,0.722,0.034,0.663,0.333,0.076,0.111,0.05,0.031
0.11,0.778,0.034,0.675,0.315,0.08,0.083,0.06,0.031
0.11,0.778,0.034,0.675,0.259,0.095,0.075,0.064,0.029
0.133,0.778,0.034,0.699,0.241,0.122,0.049,0.074,0.03
0.133,0.778,0.034,0.699,0.148,0.114,0.059,0.072,0.03
0.133,0.778,0.034,0.723,0.167,0.134,0.036,0.076,0.078
0.133,0.778,0.034,0.735,0.167,0.166,0.018,0.097,0.027
0.195,0.778,0.034,0.735,0.204,0.172,0.009,0.116,0.027
0.195,0.778,0.034,0.747,0.185,0.188,0.009,0.124,0.028
0.195,0.778,0.034,0.747,0.167,0.189,0.015,0.131,0.029
0.195,0.778,0.034,0.747,0.352,0.172,0.007,0.128,0.031
0.248,0.778,0.034,0.747,0.278,0.122,0.02,0.101,0.031
0.248,0.667,0.034,0.759,0.315,0.134,0.017,0.098,0.03
0.248,0.667,0.034,0.783,0.296,0.13,0.03,0.08,0.078
0.248,0.667,0.034,0.795,0.204,0.124,0.031,0.069,0.028
0.204,0.611,0.0,0.807,0.185,0.136,0.017,0.08,0.028
0.204,0.556,0.0,0.819,0.222,0.148,0.012,0.094,0.027
0.204,0.556,0.0,0.819,0.204,0.149,0.015,0.099,0.025
0.204,0.556,0.0,0.807,0.222,0.143,0.02,0.085,0.026
0.239,0.556,0.0,0.819,0.241,0.142,0.009,0.082,0.025
0.239,0.556,0.0,0.819,0.111,0.151,0.015,0.08,0.025
0.239,0.556,0.0,0.843,0.111,0.14,0.01,0.07,0.023
0.202,0.556,0.0,0.843,0.093,0.138,0.01,0.068,0.023
0.202,0.556,0.0,0.855,0.13,0.14,0.004,0.072,0.022
0.202,0.556,0.0,0.867,0.167,0.139,0.005,0.074,0.021
0.202,0.556,0.0,0.88,0.185,0.144,0.017,0.074,0.022
0.21,0.667,0.0,0.88,0.13,0.169,0.008,0.068,0.021
0.21,0.778,0.0,0.892,0.148,0.12,0.008,0.065,0.019
0.21,0.889,0.0,0.88,0.148,0.116,0.014,0.064,0.078
0.21,1.0,0.0,0.892,0.167,0.114,0.009,0.065,0.02
0.199,0.944,0.0,0.892,0.167,0.105,0.008,0.084,0.016
0.199,0.778,0.0,0.904,0.241,0.109,0.015,0.083,0.017
0.199,0.889,0.0,0.904,0.204,0.103,0.035,0.073,0.018
0.199,0.889,0.0,0.904,0.148,0.086,0.053,0.072,0.019
0.17,0.778,0.0,0.904,0.111,0.122,0.12,0.079,0.023
0.17,0.778,0.0,0.904,0.167,0.094,0.093,0.072,0.03
0.17,0.833,0.0,0.904,0.185,0.1,0.068,0.064,0.078
0.17,0.889,0.0,0.904,0.148,0.094,0.033,0.06,0.03
0.17,0.889,0.0,0.904,0.222,0.086,0.035,0.056,0.022
0.17,0.833,0.0,0.904,0.148,0.087,0.04,0.054,0.019
0.17,0.889,0.0,0.916,0.222,0.088,0.03,0.054,0.02
0.17,0.889,0.0,0.916,0.315,0.087,0.019,0.055,0.023
0.144,0.889,0.0,0.928,0.296,0.123,0.018,0.059,0.022
0.144,0.778,0.0,0.928,0.185,0.088,0.023,0.058,0.02
0.144,0.667,0.0,0.928,0.204,0.085,0.022,0.056,0.078
0.144,0.611,0.0,0.928,0.352,0.084,0.025,0.055,0.021
0.152,0.556,0.0,0.94,0.278,0.085,0.031,0.054,0.023
0.152,0.556,0.0,0.928,0.315,0.084,0.037,0.051,0.022
0.152,0.556,0.0,0.928,0.315,0.081,0.044,0.047,0.023
0.152,0.556,0.0,0.928,0.296,0.08,0.05,0.044,0.023
0.133,0.556,0.0,0.928,0.333,0.142,0.06,0.042,0.024
0.133,0.556,0.0,0.928,0.352,0.08,0.055,0.041,0.023
0.133,0.556,0.0,0.916,0.278,0.081,0.049,0.042,0.078
0.133,0.556,0.0,0.916,0.315,0.083,0.063,0.043,0.023
0.14,0.556,0.0,0.904,0.407,0.087,0.061,0.048,0.024
0.156,0.778,0.0,0.892,0.259,0.118,0.166,0.095,0.027
0.156,1.0,0.0,0.867,0.259,0.124,0.166,0.113,0.026
0.186,0.833,0.034,0.867,0.389,0.126,0.035,0.114,0.029
0.186,0.778,0.034,0.855,0.37,0.13,0.045,0.111,0.031
0.186,0.778,0.034,0.843,0.333,0.147,0.077,0.105,0.035
0.186,0.778,0.069,0.819,0.352,0.156,0.084,0.106,0.043
0.27,0.667,0.069,0.783,0.352,0.169,0.095,0.113,0.054
0.27,0.667,0.069,0.771,0.407,0.154,0.105,0.103,0.061
0.27,0.667,0.069,0.747,0.463,0.135,0.091,0.075,0.078
0.27,0.611,0.069,0.735,0.463,0.143,0.115,0.078,0.061
0.266,0.667,0.069,0.723,0.407,0.132,0.154,0.072,0.061
0.266,0.667,0.103,0.687,0.407,0.123,0.148,0.069,0.062
0.266,0.667,0.103,0.687,0.481,0.12,0.191,0.067,0.065
0.266,0.667,0.103,0.639,0.463,0.108,0.193,0.062,0.067
0.22,0.556,0.552,0.627,0.352,0.142,0.185,0.064,0.071
0.22,0.556,0.966,0.602,0.333,0.127,0.184,0.067,0.072
0.22,0.556,0.966,0.59,0.389,0.128,0.198,0.068,0.078
0.22,0.556,0.966,0.578,0.37,0.122,0.211,0.064,0.073
0.214,0.556,0.966,0.542,0.296,0.114,0.218,0.059,0.076
0.214,0.556,0.966,0.53,0.333,0.133,0.251,0.062,0.07
0.214,0.556,0.966,0.482,0.333,0.13,0.289,0.067,0.065
0.214,0.556,0.966,0.47,0.333,0.138,0.287,0.071,0.067
0.234,0.5,0.966,0.482,0.333,0.097,0.273,0.073,0.063
0.234,0.5,0.966,0.458,0.315,0.122,0.265,0.073,0.053
0.234,0.5,0.966,0.47,0.426,0.117,0.256,0.072,0.078
0.234,0.444,0.966,0.47,0.407,0.118,0.266,0.075,0.05
0.2,0.444,0.966,0.458,0.389,0.11,0.264,0.07,0.047
0.2,0.444,0.966,0.458,0.389,0.095,0.291,0.06,0.032
0.2,0.444,0.966,0.47,0.481,0.099,0.281,0.06,0.031
0.2,0.444,0.931,0.482,0.37,0.101,0.296,0.061,0.036
0.164,0.556,0.931,0.482,0.315,0.142,0.304,0.058,0.04
0.164,0.667,0.931,0.494,0.315,0.101,0.303,0.056,0.041
0.164,0.556,0.931,0.482,0.278,0.085,0.317,0.054,0.078
0.164,0.667,0.931,0.47,0.278,0.081,0.312,0.053,0.042
0.151,0.667,0.931,0.458,0.315,0.087,0.265,0.058,0.042
0.151,0.667,0.931,0.458,0.259,0.088,0.267,0.063,0.039
0.151,0.667,0.931,0.458,0.241,0.102,0.233,0.068,0.037
0.151,0.722,0.931,0.482,0.13,0.12,0.174,0.08,0.035
0.171,0.778,0.931,0.53,0.056,0.122,0.044,0.133,0.033
0.171,0.778,0.931,0.542,0.111,0.206,0.019,0.148,0.032
0.171,0.778,0.931,0.53,0.185,0.214,0.02,0.152,0.078
0.171,0.778,0.931,0.554,0.111,0.258,0.008,0.167,0.034
0.303,0.778,0.931,0.566,0.111,0.288,0.013,0.196,0.036
0.303,0.778,0.931,0.554,0.241,0.282,0.0,0.23,0.037
0.303,0.778,0.931,0.566,0.204,0.298,0.0,0.225,0.038
0.303,0.778,0.931,0.59,0.111,0.305,0.001,0.221,0.038
0.332,0.722,0.931,0.59,0.13,0.302,0.006,0.239,0.033
0.332,0.667,0.931,0.578,0.204,0.3,0.0,0.243,0.078
0.332,0.556,0.931,0.566,0.222,0.294,0.001,0.243,0.032
0.327,0.556,0.931,0.578,0.148,0.294,0.005,0.239,0.032
0.327,0.556,0.931,0.59,0.093,0.304,0.006,0.229,0.032
0.327,0.556,0.931,0.59,0.093,0.301,0.0,0.221,0.032
0.327,0.556,0.931,0.614,0.056,0.292,0.012,0.211,0.031
0.309,0.556,0.931,0.639,0.037,0.142,0.002,0.208,0.03
0.309,0.556,0.931,0.627,0.167,0.286,0.009,0.251,0.028
0.309,0.556,0.931,0.59,0.204,0.221,0.006,0.18,0.078
0.309,0.556,0.931,0.602,0.148,0.205,0.008,0.162,0.026
0.362,0.556,0.931,0.627,0.093,0.203,0.013,0.158,0.025
0.362,0.556,0.931,0.663,0.074,0.205,0.029,0.173,0.026
0.362,0.556,0.931,0.627,0.167,0.172,0.032,0.159,0.025
0.362,0.556,0.931,0.627,0.148,0.16,0.009,0.134,0.025
